season_id,model_id,origin,as_of,match_id,appearance,log_loss,brier,score_nll
2016-2017,retained,preseason,2016-08-05,eng-championship:2016-2017:barnsley:aston-villa,10,1.3816651052922102,0.8411945706047299,2.223809869518776
2016-2017,retained,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:norwich-city,10,1.1217517133256432,0.6983062515350664,5.622126730284535
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:fulham:newcastle-united,1,1.0989287247535227,0.6831801405355347,2.5780061608902276
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:blackburn-rovers:norwich-city,1,1.0725590523706654,0.6569514151036617,4.68112317827985
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:sheffield-wednesday:aston-villa,1,0.828407420841389,0.47674629870216345,2.1985416411137875
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:rotherham-united,2,0.5772810195395541,0.2887839170505301,2.7982529232090227
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:huddersfield-town,2,1.4998463327794318,0.9563928105889308,2.908195353384259
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:sheffield-wednesday,2,1.3406546843112965,0.8243083767748416,2.4636825361563783
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:huddersfield-town,3,1.4760413090944062,0.9455007417281572,2.2532145989966903
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:bristol-city,3,0.5946208535235016,0.30142658336193473,2.1887617411600995
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:reading,3,0.6285312803382992,0.32667478414747225,3.7922106459854463
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:bristol-city:newcastle-united,4,0.8800648179959747,0.5168599375788215,2.2902732864235302
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:derby-county:aston-villa,4,1.3894441234493076,0.8670561601675969,2.568429925542982
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:ipswich-town:norwich-city,4,1.3281526610750767,0.8127621100963299,2.108352741908678
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:birmingham-city:norwich-city,5,0.9767777923588897,0.5875389181724749,3.5331130233637946
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:bristol-city:aston-villa,5,1.1019585778550758,0.6818543453360562,3.4519955684558967
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:brighton-hove-albion,5,0.9496063038473194,0.5676755466842074,2.6743693320004684
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:derby-county:newcastle-united,6,1.3013947767203948,0.8208665958218817,3.113382258278949
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:cardiff-city,6,0.7489854471437907,0.4170191771563547,3.7563600259842276
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:nottingham-forest,6,1.3791646129768325,0.869427635278681,3.1183100634335297
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:wigan-athletic,7,0.6318282964980778,0.329176510388219,2.418858895588079
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:queens-park-rangers:newcastle-united,7,1.0807036968019734,0.663886748918593,7.617600883861681
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:brentford,7,1.4164661580460642,0.8703158213313555,2.1957279063520083
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:ipswich-town:aston-villa,8,1.3290349060123865,0.8132996919860824,2.435277405245933
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:wolverhampton-wanderers,8,1.3243311538579159,0.8353217014717842,3.168347857411324
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:nottingham-forest:norwich-city,8,1.0058448488457052,0.6086958216090832,2.5860157575964458
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:newcastle-united,9,1.385406450015649,0.851317807856719,2.1747978730661703
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:burton-albion,9,0.708896161325558,0.387482180706867,3.127194749248871
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:barnsley:aston-villa,10,1.3639949967359908,0.8369574611620217,2.141428557226644
2016-2017,generic,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:norwich-city,10,0.8247204401197914,0.4750307278324162,5.439818475997122
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:fulham:newcastle-united,1,1.1174530856797422,0.6956646053005424,2.553825786925957
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:blackburn-rovers:norwich-city,1,1.072808613454291,0.6568422379434689,4.6919731959546045
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:sheffield-wednesday:aston-villa,1,0.7723236306578488,0.4350626317437447,2.256697075217401
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:rotherham-united,2,0.5967954520620493,0.3029859711510986,2.8589385749336125
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:huddersfield-town,2,1.5148606497389794,0.9638007799917299,2.9209206075206446
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:sheffield-wednesday,2,1.3366188035180115,0.822084480166496,2.45410281693359
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:huddersfield-town,3,1.4936921255901985,0.9463234422010266,2.2805385685043316
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:bristol-city,3,0.5951248694396798,0.3018200706650766,2.1807908827553613
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:reading,3,0.6264446022968467,0.325199730930254,3.8175887192591578
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:bristol-city:newcastle-united,4,0.8755980466866259,0.5130311379033372,2.258342247117681
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:derby-county:aston-villa,4,1.4411649372055984,0.9047343452768972,2.7177697616361574
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:ipswich-town:norwich-city,4,1.3239094308577788,0.8102076035173479,2.102850421214901
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:birmingham-city:norwich-city,5,0.9793317063412097,0.58922080416486,3.5384496707784896
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:bristol-city:aston-villa,5,1.0402339078176202,0.6392073738723713,3.3395413991470626
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:brighton-hove-albion,5,0.9440094981306888,0.5629951749301163,2.655635649936282
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:derby-county:newcastle-united,6,1.2919709150228307,0.8130014168182845,3.0924130295770635
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:cardiff-city,6,0.7465985321255938,0.4151807521640635,3.767035218794944
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:nottingham-forest,6,1.4001864739981167,0.8748227518001104,3.045449126386466
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:wigan-athletic,7,0.6286463493533689,0.32684068846793407,2.4164131691399797
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:queens-park-rangers:newcastle-united,7,1.056954824348513,0.6459421773548145,7.5760844716251405
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:brentford,7,1.4422499271227749,0.880230296594904,2.2346121781839914
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:ipswich-town:aston-villa,8,1.3679627568642403,0.8389134224962869,2.5610032846551034
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:wolverhampton-wanderers,8,1.3392228437016633,0.843805570205791,3.171604432784232
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:nottingham-forest:norwich-city,8,1.0061177859761634,0.6086812503040763,2.5847956449127683
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:aston-villa:newcastle-united,9,1.3979617949646506,0.8539969426776983,2.189288333220791
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:norwich-city:burton-albion,9,0.7028555061595252,0.38282697529673393,3.1221512487173086
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:barnsley:aston-villa,10,1.3923529753049437,0.8503169938662868,2.171248363134809
2016-2017,mapped,preseason,2016-08-05,eng-championship:2016-2017:newcastle-united:norwich-city,10,0.8229900791895419,0.4732624305706642,5.536516185303362
2017-2018,retained,preseason,2017-08-04,eng-championship:2017-2018:sunderland:derby-county,1,1.4000023893018536,0.8534038809858098,2.24941509938368
2017-2018,retained,preseason,2017-08-04,eng-championship:2017-2018:aston-villa:hull-city,1,1.2666618295107257,0.7746811197216114,2.0577831879616393
2017-2018,retained,preseason,2017-08-04,eng-championship:2017-2018:wolverhampton-wanderers:middlesbrough,1,1.1002424624529277,0.6762379540696193,2.2981374959782483
2017-2018,retained,preseason,2017-08-04,eng-championship:2017-2018:hull-city:burton-albion,2,0.5195818003048702,0.24731111370611558,3.6256017464402754
2017-2018,retained,preseason,2017-08-04,eng-championship:2017-2018:middlesbrough:sheffield-united,2,0.5074358417916458,0.23833819528215722,2.1079211892072514
2017-2018,retained,preseason,2017-08-04,eng-championship:2017-2018:norwich-city:sunderland,2,1.4090586714449915,0.911683951441287,3.7882290082770025
2017-2018,retained,preseason,2017-08-04,eng-championship:2017-2018:hull-city:wolverhampton-wanderers,3,1.5635649302477832,0.986876897336355,4.314531885667709
