competition_id,api_football_field,comparator,team_matches,identical_share,mean_difference,mean_absolute_difference,rmse,correlation,left_mean,right_mean
eng-championship,shots_total,football_data.shots,10807,0.9458684186175627,0.01536041454612751,0.07087998519478116,0.43702096406393204,0.9958766235090274,12.171000277597853,12.155639863051725
eng-championship,shots_on_goal,football_data.shots_on_target,10807,0.9771444434163042,-0.0008327935597298048,0.024521143703155363,0.17018433933546193,0.9971564805248206,3.977236976034052,3.9780697695937817
eng-championship,expected_goals,understat.xg,0,,,,,,,
eng-premier-league,shots_total,football_data.shots,7659,0.9698394046220133,0.015537276406841624,0.04138921530225878,0.331762849528783,0.9981950668086701,12.698002350176264,12.682465073769421
eng-premier-league,shots_on_goal,football_data.shots_on_target,7659,0.9889019454236846,0.003003003003003003,0.013970492231361797,0.15287641179802972,0.9981619546852609,4.39704922313618,4.394046220133177
eng-premier-league,expected_goals,understat.xg,2726,0.0,-0.11588135689655173,0.2567590340058694,0.3498772496928237,0.9369465473590437,1.4815663976522377,1.5974477545487895
