model_id,matches,log_loss,brier,classwise_ece,score_matches,score_nll
M2-attack-defense-v1,4180,0.9741144143636266,0.5787639204495972,0.013474157540221722,4180,2.9415199452261027
M5-quality-tilt-v1,4180,0.9742783264012475,0.5787619683154311,0.01750734457020352,4180,2.9370582322369496
M5-quality-tilt-poisson,4180,0.9742996422906695,0.5787565734096738,0.017702604824998667,4180,2.935774046685938
