model_id,state,mean,q05,q95
M5-quality-tilt-v1,quality,0.01285941109729267,-0.2610867122109635,0.3737931600315759
M5-quality-tilt-v1,tilt,0.0015422901391958501,-0.07354571548913838,0.06408872595880682
M5-quality-tilt-v1,quality_sd,0.09445947315298928,0.08912365315625691,0.10097835091394765
M5-quality-tilt-v1,tilt_sd,0.07295719939871856,0.06890853085891893,0.08846442061856782
M5-quality-tilt-poisson,quality,0.012839850293007897,-0.26120342934377494,0.3740866589195994
M5-quality-tilt-poisson,tilt,0.0015614117229547707,-0.0745111442533082,0.06526272577709705
M5-quality-tilt-poisson,quality_sd,0.09442812404089608,0.08910399536060515,0.10095654877985981
M5-quality-tilt-poisson,tilt_sd,0.0727564779384427,0.06869404773271137,0.08816730678483045
