competition_id,model_id,origin,event,bin_lower,bin_upper,count,mean_prediction,observed_frequency
eng-championship,M2,preseason,promotion,0.3,0.4,7,0.37689999999999996,0.42857142857142855
eng-championship,M2,preseason,promotion,0.4,0.5,7,0.4328,0.42857142857142855
eng-championship,M2,preseason,promotion,0.5,0.6,9,0.5693444444444444,0.3333333333333333
eng-championship,M2,preseason,promotion,0.6,0.7,3,0.6504333333333333,0.0
eng-championship,M2,preseason,promotion,0.7,0.8,3,0.7281999999999998,0.6666666666666666
eng-championship,M2,preseason,promotion,0.8,0.9,5,0.83606,0.4
eng-championship,M2,preseason,promotion,0.9,1.0,0,,
eng-championship,M2,preseason,relegation,0.0,0.1,171,0.035186549707602335,0.0935672514619883
eng-championship,M2,preseason,relegation,0.1,0.2,34,0.1489470588235294,0.11764705882352941
eng-championship,M2,preseason,relegation,0.2,0.3,22,0.2530454545454546,0.18181818181818182
eng-championship,M2,preseason,relegation,0.3,0.4,18,0.35191111111111106,0.2222222222222222
eng-championship,M2,preseason,relegation,0.4,0.5,12,0.4497166666666667,0.16666666666666666
eng-championship,M2,preseason,relegation,0.5,0.6,2,0.5211,0.5
eng-championship,M2,preseason,relegation,0.6,0.7,2,0.6392500000000001,0.0
eng-championship,M2,preseason,relegation,0.7,0.8,2,0.7413000000000001,0.5
eng-championship,M2,preseason,relegation,0.8,0.9,1,0.8176,1.0
eng-championship,M2,preseason,relegation,0.9,1.0,0,,
eng-championship,M2,preseason,title,0.0,0.1,234,0.01253931623931624,0.03418803418803419
eng-championship,M2,preseason,title,0.1,0.2,13,0.1557269230769231,0.15384615384615385
eng-championship,M2,preseason,title,0.2,0.3,9,0.26771666666666666,0.1111111111111111
eng-championship,M2,preseason,title,0.3,0.4,2,0.3097,0.0
eng-championship,M2,preseason,title,0.4,0.5,2,0.471,0.0
eng-championship,M2,preseason,title,0.5,0.6,4,0.517625,0.0
eng-championship,M2,preseason,title,0.6,0.7,0,,
eng-championship,M2,preseason,title,0.7,0.8,0,,
eng-championship,M2,preseason,title,0.8,0.9,0,,
eng-championship,M2,preseason,title,0.9,1.0,0,,
eng-championship,M7,MW12,points_pit,0.0,0.1,32,0.04473907965467634,0.12121212121212122
eng-championship,M7,MW12,points_pit,0.1,0.2,23,0.16051962644995554,0.08712121212121213
eng-championship,M7,MW12,points_pit,0.2,0.3,33,0.24853083375069052,0.125
eng-championship,M7,MW12,points_pit,0.3,0.4,31,0.35083166382862346,0.11742424242424243
eng-championship,M7,MW12,points_pit,0.4,0.5,21,0.4362006250619843,0.07954545454545454
eng-championship,M7,MW12,points_pit,0.5,0.6,16,0.54254594304902,0.06060606060606061
eng-championship,M7,MW12,points_pit,0.6,0.7,22,0.6554579831366708,0.08333333333333333
eng-championship,M7,MW12,points_pit,0.7,0.8,19,0.7461581494814289,0.07196969696969698
eng-championship,M7,MW12,points_pit,0.8,0.9,31,0.8393177271329882,0.11742424242424243
eng-championship,M7,MW12,points_pit,0.9,1.0,36,0.9523214905124815,0.13636363636363635
eng-championship,M7,MW12,rank_pit,0.0,0.1,26,0.055466893072539096,0.09848484848484848
eng-championship,M7,MW12,rank_pit,0.1,0.2,34,0.15241005753771808,0.12878787878787878
eng-championship,M7,MW12,rank_pit,0.2,0.3,29,0.2542556902765731,0.10984848484848485
eng-championship,M7,MW12,rank_pit,0.3,0.4,21,0.35403970541330776,0.07954545454545454
eng-championship,M7,MW12,rank_pit,0.4,0.5,26,0.45143910593988645,0.09848484848484848
eng-championship,M7,MW12,rank_pit,0.5,0.6,24,0.5516377265040853,0.09090909090909091
eng-championship,M7,MW12,rank_pit,0.6,0.7,23,0.656306670347843,0.08712121212121213
eng-championship,M7,MW12,rank_pit,0.7,0.8,29,0.7489059145805685,0.10984848484848485
eng-championship,M7,MW12,rank_pit,0.8,0.9,22,0.841344732352452,0.08333333333333333
eng-championship,M7,MW12,rank_pit,0.9,1.0,30,0.9516648034935444,0.11363636363636363
eng-championship,M7,MW12,automatic_promotion,0.0,0.1,208,0.021601923076923078,0.004807692307692308
eng-championship,M7,MW12,automatic_promotion,0.1,0.2,19,0.13482631578947368,0.05263157894736842
eng-championship,M7,MW12,automatic_promotion,0.2,0.3,14,0.2592285714285714,0.42857142857142855
eng-championship,M7,MW12,automatic_promotion,0.3,0.4,9,0.35018888888888894,0.5555555555555556
eng-championship,M7,MW12,automatic_promotion,0.4,0.5,4,0.44215,0.5
eng-championship,M7,MW12,automatic_promotion,0.5,0.6,5,0.55016,0.6
eng-championship,M7,MW12,automatic_promotion,0.6,0.7,3,0.6589,0.6666666666666666
eng-championship,M7,MW12,automatic_promotion,0.7,0.8,1,0.7529,1.0
eng-championship,M7,MW12,automatic_promotion,0.8,0.9,0,,
eng-championship,M7,MW12,automatic_promotion,0.9,1.0,1,0.9152,1.0
eng-championship,M7,MW12,playoff_qualification,0.0,0.1,112,0.04011607142857143,0.05357142857142857
eng-championship,M7,MW12,playoff_qualification,0.1,0.2,57,0.15363508771929824,0.19298245614035087
eng-championship,M7,MW12,playoff_qualification,0.2,0.3,37,0.2533486486486487,0.2972972972972973
eng-championship,M7,MW12,playoff_qualification,0.3,0.4,46,0.3506260869565217,0.21739130434782608
eng-championship,M7,MW12,playoff_qualification,0.4,0.5,11,0.4315454545454545,0.5454545454545454
eng-championship,M7,MW12,playoff_qualification,0.5,0.6,1,0.5001,0.0
eng-championship,M7,MW12,playoff_qualification,0.6,0.7,0,,
eng-championship,M7,MW12,playoff_qualification,0.7,0.8,0,,
eng-championship,M7,MW12,playoff_qualification,0.8,0.9,0,,
eng-championship,M7,MW12,playoff_qualification,0.9,1.0,0,,
eng-championship,M7,MW12,promotion,0.0,0.1,176,0.028995454545454543,0.028409090909090908
eng-championship,M7,MW12,promotion,0.1,0.2,39,0.14838205128205126,0.05128205128205128
eng-championship,M7,MW12,promotion,0.2,0.3,11,0.23392727272727273,0.18181818181818182
eng-championship,M7,MW12,promotion,0.3,0.4,12,0.35923333333333335,0.6666666666666666
eng-championship,M7,MW12,promotion,0.4,0.5,10,0.44810999999999995,0.6
eng-championship,M7,MW12,promotion,0.5,0.6,6,0.5487666666666666,0.5
eng-championship,M7,MW12,promotion,0.6,0.7,4,0.6708749999999999,0.75
eng-championship,M7,MW12,promotion,0.7,0.8,4,0.7448250000000001,0.5
eng-championship,M7,MW12,promotion,0.8,0.9,1,0.8402000000000001,1.0
eng-championship,M7,MW12,promotion,0.9,1.0,1,0.9492,1.0
eng-championship,M7,MW12,relegation,0.0,0.1,166,0.027269277108433736,0.024096385542168676
eng-championship,M7,MW12,relegation,0.1,0.2,43,0.14381511627906976,0.11627906976744186
eng-championship,M7,MW12,relegation,0.2,0.3,18,0.24462777777777778,0.2222222222222222
eng-championship,M7,MW12,relegation,0.3,0.4,16,0.33399687499999997,0.6875
eng-championship,M7,MW12,relegation,0.4,0.5,7,0.4419428571428572,0.14285714285714285
eng-championship,M7,MW12,relegation,0.5,0.6,5,0.5562,0.4
eng-championship,M7,MW12,relegation,0.6,0.7,3,0.6573666666666668,0.6666666666666666
eng-championship,M7,MW12,relegation,0.7,0.8,4,0.756525,1.0
eng-championship,M7,MW12,relegation,0.8,0.9,2,0.8346,0.0
eng-championship,M7,MW12,relegation,0.9,1.0,0,,
eng-championship,M7,MW12,title,0.0,0.1,231,0.012441125541125541,0.004329004329004329
eng-championship,M7,MW12,title,0.1,0.2,18,0.1470722222222222,0.2222222222222222
eng-championship,M7,MW12,title,0.2,0.3,7,0.25721428571428573,0.42857142857142855
eng-championship,M7,MW12,title,0.3,0.4,3,0.32726666666666665,0.0
eng-championship,M7,MW12,title,0.4,0.5,2,0.43220000000000003,0.5
eng-championship,M7,MW12,title,0.5,0.6,2,0.5244500000000001,0.5
eng-championship,M7,MW12,title,0.6,0.7,0,,
eng-championship,M7,MW12,title,0.7,0.8,1,0.7832,1.0
eng-championship,M7,MW12,title,0.8,0.9,0,,
eng-championship,M7,MW12,title,0.9,1.0,0,,
eng-championship,M7,MW19,points_pit,0.0,0.1,29,0.05078639724417908,0.10984848484848485
eng-championship,M7,MW19,points_pit,0.1,0.2,34,0.14992431992679878,0.12878787878787878
eng-championship,M7,MW19,points_pit,0.2,0.3,24,0.25202061034981543,0.09090909090909091
eng-championship,M7,MW19,points_pit,0.3,0.4,25,0.33754988437891575,0.0946969696969697
eng-championship,M7,MW19,points_pit,0.4,0.5,18,0.4537367218381878,0.06818181818181818
eng-championship,M7,MW19,points_pit,0.5,0.6,36,0.543507017484723,0.13636363636363635
eng-championship,M7,MW19,points_pit,0.6,0.7,19,0.6571550541372292,0.07196969696969698
eng-championship,M7,MW19,points_pit,0.7,0.8,20,0.7480634097965579,0.07575757575757576
eng-championship,M7,MW19,points_pit,0.8,0.9,31,0.8534452260339797,0.11742424242424243
eng-championship,M7,MW19,points_pit,0.9,1.0,28,0.9660025224976065,0.10606060606060606
eng-championship,M7,MW19,rank_pit,0.0,0.1,28,0.051356964813924155,0.10606060606060606
eng-championship,M7,MW19,rank_pit,0.1,0.2,23,0.14930511022085544,0.08712121212121213
eng-championship,M7,MW19,rank_pit,0.2,0.3,33,0.2521683098343521,0.125
eng-championship,M7,MW19,rank_pit,0.3,0.4,23,0.34550839739770994,0.08712121212121213
eng-championship,M7,MW19,rank_pit,0.4,0.5,26,0.44203284506027024,0.09848484848484848
eng-championship,M7,MW19,rank_pit,0.5,0.6,29,0.558841800656808,0.10984848484848485
eng-championship,M7,MW19,rank_pit,0.6,0.7,21,0.6477599067909767,0.07954545454545454
eng-championship,M7,MW19,rank_pit,0.7,0.8,26,0.7487962406975719,0.09848484848484848
eng-championship,M7,MW19,rank_pit,0.8,0.9,27,0.8572964722703359,0.10227272727272728
eng-championship,M7,MW19,rank_pit,0.9,1.0,28,0.9460029539898792,0.10606060606060606
eng-championship,M7,MW19,automatic_promotion,0.0,0.1,217,0.011916129032258065,0.0
eng-championship,M7,MW19,automatic_promotion,0.1,0.2,13,0.1428,0.15384615384615385
eng-championship,M7,MW19,automatic_promotion,0.2,0.3,7,0.25329999999999997,0.14285714285714285
eng-championship,M7,MW19,automatic_promotion,0.3,0.4,4,0.34125,0.5
eng-championship,M7,MW19,automatic_promotion,0.4,0.5,6,0.4480166666666667,0.5
eng-championship,M7,MW19,automatic_promotion,0.5,0.6,6,0.5529833333333333,0.8333333333333334
eng-championship,M7,MW19,automatic_promotion,0.6,0.7,3,0.6420333333333333,0.3333333333333333
eng-championship,M7,MW19,automatic_promotion,0.7,0.8,4,0.7368250000000001,1.0
eng-championship,M7,MW19,automatic_promotion,0.8,0.9,3,0.8774666666666667,1.0
eng-championship,M7,MW19,automatic_promotion,0.9,1.0,1,0.9079,1.0
eng-championship,M7,MW19,playoff_qualification,0.0,0.1,127,0.0293244094488189,0.03937007874015748
eng-championship,M7,MW19,playoff_qualification,0.1,0.2,44,0.13979204545454546,0.20454545454545456
eng-championship,M7,MW19,playoff_qualification,0.2,0.3,30,0.24749333333333332,0.16666666666666666
eng-championship,M7,MW19,playoff_qualification,0.3,0.4,25,0.34661200000000003,0.32
eng-championship,M7,MW19,playoff_qualification,0.4,0.5,29,0.45466896551724134,0.3793103448275862
eng-championship,M7,MW19,playoff_qualification,0.5,0.6,8,0.52514375,0.75
eng-championship,M7,MW19,playoff_qualification,0.6,0.7,1,0.6483,0.0
eng-championship,M7,MW19,playoff_qualification,0.7,0.8,0,,
eng-championship,M7,MW19,playoff_qualification,0.8,0.9,0,,
eng-championship,M7,MW19,playoff_qualification,0.9,1.0,0,,
eng-championship,M7,MW19,promotion,0.0,0.1,195,0.023352307692307693,0.02564102564102564
eng-championship,M7,MW19,promotion,0.1,0.2,20,0.14659499999999998,0.05
eng-championship,M7,MW19,promotion,0.2,0.3,13,0.24857692307692308,0.3076923076923077
eng-championship,M7,MW19,promotion,0.3,0.4,6,0.3598333333333333,0.16666666666666666
eng-championship,M7,MW19,promotion,0.4,0.5,6,0.4540166666666667,0.8333333333333334
eng-championship,M7,MW19,promotion,0.5,0.6,6,0.5748000000000001,0.3333333333333333
eng-championship,M7,MW19,promotion,0.6,0.7,6,0.6619833333333334,0.8333333333333334
eng-championship,M7,MW19,promotion,0.7,0.8,4,0.7408250000000001,0.5
eng-championship,M7,MW19,promotion,0.8,0.9,4,0.824425,1.0
eng-championship,M7,MW19,promotion,0.9,1.0,4,0.9295249999999999,1.0
eng-championship,M7,MW19,relegation,0.0,0.1,184,0.019563586956521738,0.016304347826086956
eng-championship,M7,MW19,relegation,0.1,0.2,25,0.14679999999999999,0.24
eng-championship,M7,MW19,relegation,0.2,0.3,15,0.23929333333333333,0.2
eng-championship,M7,MW19,relegation,0.3,0.4,8,0.3497125,0.5
eng-championship,M7,MW19,relegation,0.4,0.5,12,0.4573583333333333,0.3333333333333333
eng-championship,M7,MW19,relegation,0.5,0.6,8,0.5348875,0.375
eng-championship,M7,MW19,relegation,0.6,0.7,1,0.663,1.0
eng-championship,M7,MW19,relegation,0.7,0.8,7,0.7475714285714287,0.8571428571428571
eng-championship,M7,MW19,relegation,0.8,0.9,2,0.88405,0.5
eng-championship,M7,MW19,relegation,0.9,1.0,2,0.9558500000000001,1.0
eng-championship,M7,MW19,title,0.0,0.1,234,0.006787179487179487,0.004273504273504274
eng-championship,M7,MW19,title,0.1,0.2,10,0.1381,0.1
eng-championship,M7,MW19,title,0.2,0.3,7,0.2584714285714286,0.14285714285714285
eng-championship,M7,MW19,title,0.3,0.4,6,0.3434333333333333,0.3333333333333333
eng-championship,M7,MW19,title,0.4,0.5,1,0.4107,1.0
eng-championship,M7,MW19,title,0.5,0.6,2,0.5226500000000001,0.5
eng-championship,M7,MW19,title,0.6,0.7,3,0.6657333333333334,1.0
eng-championship,M7,MW19,title,0.7,0.8,1,0.7077,1.0
eng-championship,M7,MW19,title,0.8,0.9,0,,
eng-championship,M7,MW19,title,0.9,1.0,0,,
eng-championship,M7,MW30,points_pit,0.0,0.1,26,0.058222550240379596,0.09848484848484848
eng-championship,M7,MW30,points_pit,0.1,0.2,37,0.1560807610038206,0.14015151515151514
eng-championship,M7,MW30,points_pit,0.2,0.3,30,0.25192185456269517,0.11363636363636363
eng-championship,M7,MW30,points_pit,0.3,0.4,17,0.35487668546211415,0.06439393939393939
eng-championship,M7,MW30,points_pit,0.4,0.5,22,0.4479581388240767,0.08333333333333333
eng-championship,M7,MW30,points_pit,0.5,0.6,31,0.5438489839542937,0.11742424242424243
eng-championship,M7,MW30,points_pit,0.6,0.7,26,0.6602005038152682,0.09848484848484848
eng-championship,M7,MW30,points_pit,0.7,0.8,25,0.7426004525111628,0.0946969696969697
eng-championship,M7,MW30,points_pit,0.8,0.9,18,0.8414588897642806,0.06818181818181818
eng-championship,M7,MW30,points_pit,0.9,1.0,32,0.9606926440361728,0.12121212121212122
eng-championship,M7,MW30,rank_pit,0.0,0.1,28,0.05794048596081386,0.10606060606060606
eng-championship,M7,MW30,rank_pit,0.1,0.2,29,0.14425237356771817,0.10984848484848485
eng-championship,M7,MW30,rank_pit,0.2,0.3,22,0.2490088532727058,0.08333333333333333
eng-championship,M7,MW30,rank_pit,0.3,0.4,34,0.350241335677715,0.12878787878787878
eng-championship,M7,MW30,rank_pit,0.4,0.5,21,0.45270464912431346,0.07954545454545454
eng-championship,M7,MW30,rank_pit,0.5,0.6,26,0.5596900822109704,0.09848484848484848
eng-championship,M7,MW30,rank_pit,0.6,0.7,30,0.6547494567618611,0.11363636363636363
eng-championship,M7,MW30,rank_pit,0.7,0.8,25,0.7553976255703452,0.0946969696969697
eng-championship,M7,MW30,rank_pit,0.8,0.9,24,0.8482231161355657,0.09090909090909091
eng-championship,M7,MW30,rank_pit,0.9,1.0,25,0.9508809811376112,0.0946969696969697
eng-championship,M7,MW30,automatic_promotion,0.0,0.1,224,0.005057589285714287,0.0
eng-championship,M7,MW30,automatic_promotion,0.1,0.2,6,0.12915,0.16666666666666666
eng-championship,M7,MW30,automatic_promotion,0.2,0.3,5,0.24616,0.6
eng-championship,M7,MW30,automatic_promotion,0.3,0.4,4,0.38195,0.25
eng-championship,M7,MW30,automatic_promotion,0.4,0.5,7,0.45087142857142865,0.2857142857142857
eng-championship,M7,MW30,automatic_promotion,0.5,0.6,2,0.5518,1.0
eng-championship,M7,MW30,automatic_promotion,0.6,0.7,5,0.62844,0.6
eng-championship,M7,MW30,automatic_promotion,0.7,0.8,2,0.7755000000000001,0.5
eng-championship,M7,MW30,automatic_promotion,0.8,0.9,3,0.8523,1.0
eng-championship,M7,MW30,automatic_promotion,0.9,1.0,6,0.9706333333333332,1.0
eng-championship,M7,MW30,playoff_qualification,0.0,0.1,159,0.01608679245283019,0.006289308176100629
eng-championship,M7,MW30,playoff_qualification,0.1,0.2,29,0.15967931034482757,0.3103448275862069
eng-championship,M7,MW30,playoff_qualification,0.2,0.3,12,0.26095833333333335,0.3333333333333333
eng-championship,M7,MW30,playoff_qualification,0.3,0.4,15,0.35831999999999997,0.26666666666666666
eng-championship,M7,MW30,playoff_qualification,0.4,0.5,12,0.45177500000000004,0.16666666666666666
eng-championship,M7,MW30,playoff_qualification,0.5,0.6,19,0.5450315789473684,0.5789473684210527
eng-championship,M7,MW30,playoff_qualification,0.6,0.7,13,0.6585769230769232,0.6923076923076923
eng-championship,M7,MW30,playoff_qualification,0.7,0.8,3,0.7387666666666667,1.0
eng-championship,M7,MW30,playoff_qualification,0.8,0.9,2,0.87525,0.5
eng-championship,M7,MW30,playoff_qualification,0.9,1.0,0,,
eng-championship,M7,MW30,promotion,0.0,0.1,197,0.013328426395939086,0.01015228426395939
eng-championship,M7,MW30,promotion,0.1,0.2,17,0.13659411764705884,0.058823529411764705
eng-championship,M7,MW30,promotion,0.2,0.3,13,0.23033076923076923,0.23076923076923078
eng-championship,M7,MW30,promotion,0.3,0.4,5,0.34900000000000003,0.6
eng-championship,M7,MW30,promotion,0.4,0.5,4,0.4505,0.75
eng-championship,M7,MW30,promotion,0.5,0.6,4,0.56075,0.25
eng-championship,M7,MW30,promotion,0.6,0.7,8,0.6521250000000001,0.75
eng-championship,M7,MW30,promotion,0.7,0.8,5,0.74636,0.6
eng-championship,M7,MW30,promotion,0.8,0.9,3,0.8586666666666667,1.0
eng-championship,M7,MW30,promotion,0.9,1.0,8,0.9678875,1.0
eng-championship,M7,MW30,relegation,0.0,0.1,201,0.010065174129353233,0.004975124378109453
eng-championship,M7,MW30,relegation,0.1,0.2,12,0.15630833333333335,0.25
eng-championship,M7,MW30,relegation,0.2,0.3,11,0.24311818181818182,0.18181818181818182
eng-championship,M7,MW30,relegation,0.3,0.4,8,0.34476249999999997,0.5
eng-championship,M7,MW30,relegation,0.4,0.5,5,0.4593400000000001,0.2
eng-championship,M7,MW30,relegation,0.5,0.6,4,0.5651999999999999,0.75
eng-championship,M7,MW30,relegation,0.6,0.7,5,0.65352,0.8
eng-championship,M7,MW30,relegation,0.7,0.8,4,0.743275,0.75
eng-championship,M7,MW30,relegation,0.8,0.9,5,0.8452200000000001,0.8
eng-championship,M7,MW30,relegation,0.9,1.0,9,0.9605000000000001,0.8888888888888888
eng-championship,M7,MW30,title,0.0,0.1,236,0.002958050847457627,0.0
eng-championship,M7,MW30,title,0.1,0.2,10,0.13854,0.1
eng-championship,M7,MW30,title,0.2,0.3,5,0.24925999999999998,0.2
eng-championship,M7,MW30,title,0.3,0.4,4,0.34402499999999997,0.25
eng-championship,M7,MW30,title,0.4,0.5,2,0.44079999999999997,0.5
eng-championship,M7,MW30,title,0.5,0.6,2,0.58075,1.0
eng-championship,M7,MW30,title,0.6,0.7,0,,
eng-championship,M7,MW30,title,0.7,0.8,1,0.7052,1.0
eng-championship,M7,MW30,title,0.8,0.9,3,0.8734333333333333,1.0
eng-championship,M7,MW30,title,0.9,1.0,1,0.9255,1.0
eng-championship,M7,MW6,points_pit,0.0,0.1,30,0.04706126525009369,0.11363636363636363
eng-championship,M7,MW6,points_pit,0.1,0.2,32,0.1509410017725038,0.12121212121212122
eng-championship,M7,MW6,points_pit,0.2,0.3,27,0.2469284120663234,0.10227272727272728
eng-championship,M7,MW6,points_pit,0.3,0.4,23,0.35323321384787876,0.08712121212121213
eng-championship,M7,MW6,points_pit,0.4,0.5,27,0.45628873863270597,0.10227272727272728
eng-championship,M7,MW6,points_pit,0.5,0.6,30,0.5499711498019013,0.11363636363636363
eng-championship,M7,MW6,points_pit,0.6,0.7,11,0.6525558704608513,0.041666666666666664
eng-championship,M7,MW6,points_pit,0.7,0.8,27,0.759125193859218,0.10227272727272728
eng-championship,M7,MW6,points_pit,0.8,0.9,25,0.8451927060353438,0.0946969696969697
eng-championship,M7,MW6,points_pit,0.9,1.0,32,0.9587057461659123,0.12121212121212122
eng-championship,M7,MW6,rank_pit,0.0,0.1,28,0.05173024793461568,0.10606060606060606
eng-championship,M7,MW6,rank_pit,0.1,0.2,32,0.1499588148455641,0.12121212121212122
eng-championship,M7,MW6,rank_pit,0.2,0.3,22,0.25233026276788467,0.08333333333333333
eng-championship,M7,MW6,rank_pit,0.3,0.4,25,0.35391527479225215,0.0946969696969697
eng-championship,M7,MW6,rank_pit,0.4,0.5,33,0.45472905199278796,0.125
eng-championship,M7,MW6,rank_pit,0.5,0.6,22,0.548414798308329,0.08333333333333333
eng-championship,M7,MW6,rank_pit,0.6,0.7,23,0.6522699979132976,0.08712121212121213
eng-championship,M7,MW6,rank_pit,0.7,0.8,23,0.7549317079321723,0.08712121212121213
eng-championship,M7,MW6,rank_pit,0.8,0.9,26,0.860535691972601,0.09848484848484848
eng-championship,M7,MW6,rank_pit,0.9,1.0,30,0.9512536122964241,0.11363636363636363
eng-championship,M7,MW6,automatic_promotion,0.0,0.1,197,0.027677664974619282,0.005076142131979695
eng-championship,M7,MW6,automatic_promotion,0.1,0.2,33,0.1432060606060606,0.18181818181818182
eng-championship,M7,MW6,automatic_promotion,0.2,0.3,13,0.2665461538461539,0.46153846153846156
eng-championship,M7,MW6,automatic_promotion,0.3,0.4,13,0.35556153846153854,0.38461538461538464
eng-championship,M7,MW6,automatic_promotion,0.4,0.5,6,0.43296666666666667,0.5
eng-championship,M7,MW6,automatic_promotion,0.5,0.6,1,0.5145,0.0
eng-championship,M7,MW6,automatic_promotion,0.6,0.7,1,0.622,1.0
eng-championship,M7,MW6,automatic_promotion,0.7,0.8,0,,
eng-championship,M7,MW6,automatic_promotion,0.8,0.9,0,,
eng-championship,M7,MW6,automatic_promotion,0.9,1.0,0,,
eng-championship,M7,MW6,playoff_qualification,0.0,0.1,94,0.04953138297872342,0.09574468085106383
eng-championship,M7,MW6,playoff_qualification,0.1,0.2,73,0.1437232876712329,0.1095890410958904
eng-championship,M7,MW6,playoff_qualification,0.2,0.3,51,0.24967156862745093,0.2549019607843137
eng-championship,M7,MW6,playoff_qualification,0.3,0.4,43,0.3440302325581395,0.3023255813953488
eng-championship,M7,MW6,playoff_qualification,0.4,0.5,3,0.44189999999999996,0.3333333333333333
eng-championship,M7,MW6,playoff_qualification,0.5,0.6,0,,
eng-championship,M7,MW6,playoff_qualification,0.6,0.7,0,,
eng-championship,M7,MW6,playoff_qualification,0.7,0.8,0,,
eng-championship,M7,MW6,playoff_qualification,0.8,0.9,0,,
eng-championship,M7,MW6,playoff_qualification,0.9,1.0,0,,
eng-championship,M7,MW6,promotion,0.0,0.1,164,0.0352609756097561,0.03048780487804878
eng-championship,M7,MW6,promotion,0.1,0.2,45,0.14281333333333338,0.08888888888888889
eng-championship,M7,MW6,promotion,0.2,0.3,20,0.24196,0.35
eng-championship,M7,MW6,promotion,0.3,0.4,13,0.35904615384615385,0.46153846153846156
eng-championship,M7,MW6,promotion,0.4,0.5,11,0.45289999999999997,0.36363636363636365
eng-championship,M7,MW6,promotion,0.5,0.6,9,0.5469111111111111,0.6666666666666666
eng-championship,M7,MW6,promotion,0.6,0.7,1,0.6375,0.0
eng-championship,M7,MW6,promotion,0.7,0.8,1,0.7422,1.0
eng-championship,M7,MW6,promotion,0.8,0.9,0,,
eng-championship,M7,MW6,promotion,0.9,1.0,0,,
eng-championship,M7,MW6,relegation,0.0,0.1,156,0.03672435897435897,0.03205128205128205
eng-championship,M7,MW6,relegation,0.1,0.2,53,0.1430452830188679,0.20754716981132076
eng-championship,M7,MW6,relegation,0.2,0.3,24,0.2450041666666667,0.20833333333333334
eng-championship,M7,MW6,relegation,0.3,0.4,14,0.3452642857142857,0.2857142857142857
eng-championship,M7,MW6,relegation,0.4,0.5,8,0.4196,0.5
eng-championship,M7,MW6,relegation,0.5,0.6,5,0.54586,0.4
eng-championship,M7,MW6,relegation,0.6,0.7,3,0.6587333333333333,0.3333333333333333
eng-championship,M7,MW6,relegation,0.7,0.8,0,,
eng-championship,M7,MW6,relegation,0.8,0.9,0,,
eng-championship,M7,MW6,relegation,0.9,1.0,1,0.9135,1.0
eng-championship,M7,MW6,title,0.0,0.1,231,0.018940909090909088,0.017316017316017316
eng-championship,M7,MW6,title,0.1,0.2,18,0.1552083333333333,0.2222222222222222
eng-championship,M7,MW6,title,0.2,0.3,12,0.23073333333333335,0.16666666666666666
eng-championship,M7,MW6,title,0.3,0.4,2,0.32189999999999996,0.5
eng-championship,M7,MW6,title,0.4,0.5,1,0.4183,0.0
eng-championship,M7,MW6,title,0.5,0.6,0,,
eng-championship,M7,MW6,title,0.6,0.7,0,,
eng-championship,M7,MW6,title,0.7,0.8,0,,
eng-championship,M7,MW6,title,0.8,0.9,0,,
eng-championship,M7,MW6,title,0.9,1.0,0,,
eng-championship,M7,preseason,points_pit,0.0,0.1,28,0.05155982089450745,0.10606060606060606
eng-championship,M7,preseason,points_pit,0.1,0.2,26,0.15813446060515934,0.09848484848484848
eng-championship,M7,preseason,points_pit,0.2,0.3,31,0.25659403563706884,0.11742424242424243
eng-championship,M7,preseason,points_pit,0.3,0.4,28,0.3372748556783658,0.10606060606060606
eng-championship,M7,preseason,points_pit,0.4,0.5,29,0.4456788679251359,0.10984848484848485
eng-championship,M7,preseason,points_pit,0.5,0.6,22,0.549043486445969,0.08333333333333333
eng-championship,M7,preseason,points_pit,0.6,0.7,26,0.6425911017968732,0.09848484848484848
eng-championship,M7,preseason,points_pit,0.7,0.8,21,0.754926651663226,0.07954545454545454
eng-championship,M7,preseason,points_pit,0.8,0.9,18,0.8396130287852377,0.06818181818181818
eng-championship,M7,preseason,points_pit,0.9,1.0,35,0.9534380502407254,0.13257575757575757
eng-championship,M7,preseason,rank_pit,0.0,0.1,27,0.05028311121752576,0.10227272727272728
eng-championship,M7,preseason,rank_pit,0.1,0.2,27,0.14771384476628371,0.10227272727272728
eng-championship,M7,preseason,rank_pit,0.2,0.3,29,0.24999195602742563,0.10984848484848485
eng-championship,M7,preseason,rank_pit,0.3,0.4,24,0.34433767616305877,0.09090909090909091
eng-championship,M7,preseason,rank_pit,0.4,0.5,22,0.45694744040524354,0.08333333333333333
eng-championship,M7,preseason,rank_pit,0.5,0.6,27,0.5465407649220201,0.10227272727272728
eng-championship,M7,preseason,rank_pit,0.6,0.7,32,0.6401920022871406,0.12121212121212122
eng-championship,M7,preseason,rank_pit,0.7,0.8,24,0.7427404294771192,0.09090909090909091
eng-championship,M7,preseason,rank_pit,0.8,0.9,26,0.8551338026771843,0.09848484848484848
eng-championship,M7,preseason,rank_pit,0.9,1.0,26,0.9550957437131289,0.09848484848484848
eng-championship,M7,preseason,automatic_promotion,0.0,0.1,192,0.03572447916666666,0.03125
eng-championship,M7,preseason,automatic_promotion,0.1,0.2,39,0.15495128205128209,0.1282051282051282
eng-championship,M7,preseason,automatic_promotion,0.2,0.3,25,0.24095199999999997,0.32
eng-championship,M7,preseason,automatic_promotion,0.3,0.4,4,0.34267499999999995,0.5
eng-championship,M7,preseason,automatic_promotion,0.4,0.5,4,0.425825,0.25
