season_id,competition_id,model_id,origin,club_seasons,seasons,points_bias,points_rmse,promoted_club_seasons,promoted_points_bias,promoted_overpredicted,rank_rps,rank_sd,points_crps,points_sd,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,rank_coverage_50,rank_width_50,rank_coverage_80,rank_width_80,rank_coverage_90,rank_width_90,rank_coverage_95,rank_width_95,automatic_promotion_brier,playoff_qualification_brier,promotion_brier,relegation_brier,title_brier
2017-2018,eng-championship,M2,MW30,24,1,0.1832291666666661,5.576758534496841,6,-1.8187833333333348,3,0.04896148065217391,2.1773161440792452,3.15133719875,5.013614137027867,0.5,6.791666666666667,0.7916666666666666,12.916666666666666,0.8333333333333334,16.541666666666668,0.9166666666666666,19.541666666666668,0.6666666666666666,2.9583333333333335,0.9166666666666666,5.583333333333333,0.9166666666666666,7.125,1.0,8.375,0.04105207833333333,0.07337947583333333,0.067253735,0.030049551666666664,0.0009512150000000002
2017-2018,eng-championship,M2,MW6,24,1,0.19349583333333223,14.018710817109753,6,3.4504999999999995,4,0.1466816054710145,4.330466340561822,8.640036440416667,7.948102517074662,0.2916666666666667,10.666666666666666,0.5416666666666666,20.458333333333332,0.5416666666666666,26.166666666666668,0.7083333333333334,30.958333333333332,0.4166666666666667,6.083333333333333,0.625,11.208333333333334,0.7916666666666666,13.958333333333334,0.9166666666666666,16.083333333333332,0.07503197166666666,0.13331479083333334,0.11168514416666668,0.11698024416666665,0.04551343166666666
2017-2018,eng-championship,M2,preseason,24,1,0.2072791666666678,17.028557424820715,6,5.453550000000001,4,0.18727886121376813,4.837039012176262,10.509270199583332,8.546462446175193,0.375,11.583333333333334,0.5,21.875,0.5416666666666666,28.0,0.6666666666666666,33.541666666666664,0.4166666666666667,7.125,0.625,12.541666666666666,0.7916666666666666,15.458333333333334,0.8333333333333334,17.625,0.10777085583333335,0.118212435,0.15312364916666668,0.13840046666666667,0.050186489166666674
2017-2018,eng-championship,M7,MW12,24,1,0.16621249999999912,10.93113855130913,6,1.2143666666666657,3,0.10400991724637683,4.671889055951412,6.389957416249999,9.279990183392927,0.375,12.625,0.625,23.958333333333332,0.875,30.458333333333332,0.9166666666666666,36.416666666666664,0.5,6.833333333333333,0.9166666666666666,12.166666666666666,1.0,14.958333333333334,1.0,16.791666666666668,0.043356717499999996,0.1199480375,0.06930430416666666,0.09062873416666667,0.029076696666666665
2017-2018,eng-championship,M7,MW19,24,1,0.18452499999999983,9.52442080802467,6,-0.626350000000001,3,0.09151167333333332,3.732606727012323,5.411420623333335,7.978543126009299,0.4166666666666667,10.916666666666666,0.7916666666666666,20.5,0.875,26.333333333333332,0.875,30.875,0.5416666666666666,5.375,0.875,9.458333333333334,0.9166666666666666,12.0,0.9583333333333334,13.875,0.019742397499999998,0.09882105750000002,0.059596931666666665,0.08216897249999999,0.011915679166666665
2017-2018,eng-championship,M7,MW30,24,1,0.20534999999999895,5.713727072367038,6,-1.8278666666666687,2,0.050809853224637685,2.4397654337299675,3.2319909533333337,5.596678384218758,0.5,7.708333333333333,0.7916666666666666,14.291666666666666,0.9166666666666666,18.291666666666668,0.9583333333333334,21.75,0.7083333333333334,3.2083333333333335,0.9166666666666666,6.083333333333333,0.9583333333333334,7.833333333333333,1.0,9.291666666666666,0.03836194166666667,0.07326725499999999,0.0620503,0.030279240000000002,0.0016634183333333332
2017-2018,eng-championship,M7,MW6,24,1,0.3424958333333337,13.64832527841481,6,2.240099999999998,2,0.134698264365942,5.414934121115799,7.97897967958333,10.845101591180224,0.4166666666666667,14.708333333333334,0.625,27.916666666666668,0.8333333333333334,35.833333333333336,0.9166666666666666,42.208333333333336,0.5416666666666666,8.25,0.875,14.166666666666666,1.0,17.333333333333332,1.0,19.208333333333332,0.06404871749999999,0.12452920666666668,0.09170498916666665,0.09606000666666668,0.04160624479166666
2017-2018,eng-championship,M7,preseason,24,1,0.45435833333333225,16.45454482716452,6,4.4356166666666645,3,0.16721878607789856,6.012540932650071,9.532330210833335,12.572423453096919,0.3333333333333333,17.083333333333332,0.6666666666666666,32.5,0.875,41.333333333333336,0.875,49.0,0.4166666666666667,9.333333333333334,0.875,16.25,0.9583333333333334,18.875,0.9583333333333334,20.666666666666668,0.08969811083333334,0.12008700083333333,0.11853855499999999,0.10285167166666666,0.04472145833333333
2018-2019,eng-championship,M2,MW12,24,1,0.740016666666668,10.0369917030702,6,4.126483333333333,5,0.08898671252717393,3.769070681215363,5.526615317500003,7.326472612994792,0.4166666666666667,9.875,0.7916666666666666,18.916666666666668,0.8333333333333334,23.916666666666668,0.8333333333333334,28.625,0.5833333333333334,5.125,0.7916666666666666,9.583333333333334,0.9583333333333334,12.208333333333334,0.9583333333333334,14.208333333333334,0.101990595,0.11491591833333333,0.14134468666666666,0.0434017025,0.060114375000000005
2018-2019,eng-championship,M2,MW19,24,1,0.7053416666666665,7.4095065385624705,6,2.783316666666663,4,0.06658453405797102,3.293113742506018,4.316411464166669,6.538414363738987,0.4166666666666667,8.958333333333334,0.6666666666666666,16.791666666666668,0.875,21.5,0.9583333333333334,25.541666666666668,0.6666666666666666,4.458333333333333,0.9166666666666666,8.291666666666666,1.0,10.708333333333334,1.0,12.166666666666666,0.07395071916666666,0.0844257075,0.10832298833333336,0.016529225833333338,0.03878802
2018-2019,eng-championship,M2,MW30,24,1,0.5148708333333326,5.422879608081853,6,0.618549999999999,4,0.05141007670289855,2.3291609616792064,2.9783882804166666,4.935087340457233,0.7083333333333334,6.75,0.7916666666666666,12.708333333333334,0.875,16.208333333333332,0.9583333333333334,19.208333333333332,0.7083333333333334,3.25,0.9166666666666666,5.958333333333333,0.9583333333333334,7.416666666666667,1.0,8.666666666666666,0.04474802,0.103647338125,0.090246955,0.007291191666666669,0.021143458333333334
2018-2019,eng-championship,M2,MW6,24,1,1.1145291666666663,11.920441339547095,6,2.4518500000000016,4,0.11058976638586955,3.855153269394671,6.455043529583335,7.982466015806115,0.5,10.791666666666666,0.75,20.458333333333332,0.7916666666666666,26.208333333333332,0.8333333333333334,31.125,0.5416666666666666,5.375,0.7916666666666666,10.0,0.875,12.375,0.9166666666666666,14.416666666666666,0.10272554,0.08530228499999999,0.13567014583333334,0.072088995,0.05298730166666666
2018-2019,eng-championship,M2,preseason,24,1,1.0850749999999996,13.429541934233399,6,-0.8159666666666668,4,0.1399669336141304,4.686794555245974,7.507794818333338,8.534664364110334,0.375,11.458333333333334,0.75,22.041666666666668,0.75,28.125,0.7916666666666666,33.375,0.5416666666666666,6.75,0.75,12.125,0.875,15.125,0.875,17.166666666666668,0.09606108166666666,0.12390921166666667,0.10918315916666665,0.052363069166666665,0.047375170833333334
2018-2019,eng-championship,M7,MW12,24,1,0.8776833333333327,10.223100936319012,6,4.924500000000001,6,0.09049687452898551,4.731453704923635,5.617558965000001,9.481584174727336,0.6666666666666666,12.916666666666666,0.7916666666666666,24.375,0.875,31.333333333333332,0.875,36.916666666666664,0.625,6.75,0.9166666666666666,12.416666666666666,0.9583333333333334,15.166666666666666,0.9583333333333334,17.25,0.08988436083333333,0.11362896833333334,0.12548066666666668,0.05612622833333334,0.053197875
2018-2019,eng-championship,M7,MW19,24,1,0.8072541666666657,7.758536757689342,6,3.5062999999999973,5,0.07113501817934782,3.9857406297131717,4.490174193749997,7.995479319961455,0.4583333333333333,10.916666666666666,0.7916666666666666,20.541666666666668,0.9166666666666666,26.291666666666668,1.0,31.166666666666668,0.75,5.5,1.0,10.291666666666666,1.0,12.708333333333334,1.0,14.833333333333334,0.06673554583333334,0.09152729333333333,0.0969558575,0.029375625833333335,0.03479786333333334
2018-2019,eng-championship,M7,MW30,24,1,0.5694708333333341,5.58936448970274,6,0.9182833333333349,5,0.0530711243115942,2.5883609883977208,3.0729194170833325,5.504312570863928,0.6666666666666666,7.666666666666667,0.7916666666666666,14.208333333333334,0.875,18.0,0.9583333333333334,21.416666666666668,0.7083333333333334,3.5,0.9166666666666666,6.666666666666667,0.9583333333333334,8.333333333333334,1.0,9.708333333333334,0.04384620250000001,0.10112583333333335,0.08693355916666667,0.0106032425,0.020887354166666667
2018-2019,eng-championship,M7,MW6,24,1,1.297575000000001,12.007043664414928,6,3.4678166666666663,4,0.1098802766938406,5.041415571622245,6.5330568,11.008003872880048,0.5833333333333334,14.916666666666666,0.7916666666666666,28.333333333333332,0.875,36.291666666666664,0.875,42.916666666666664,0.6666666666666666,7.333333333333333,0.875,13.458333333333334,0.9166666666666666,16.166666666666668,0.9583333333333334,18.125,0.09402802,0.10060812333333331,0.1255081408333333,0.08149295499999999,0.047843729999999994
2018-2019,eng-championship,M7,preseason,24,1,1.3640374999999978,13.503872893035167,6,1.9002166666666653,5,0.13563411920289856,5.866508803692935,7.563200049583332,12.836551114268339,0.75,17.583333333333332,0.75,33.208333333333336,0.7916666666666666,42.291666666666664,0.9166666666666666,50.083333333333336,0.75,9.291666666666666,0.7916666666666666,15.75,0.9166666666666666,18.416666666666668,0.9166666666666666,20.291666666666668,0.08760683749999999,0.12551533333333334,0.10720080833333333,0.07028725749999999,0.04395368833333333
2019-2020,eng-championship,M2,MW12,24,1,0.7730458333333319,9.266730812360422,6,2.9797833333333315,2,0.12594793735507245,3.8267612249729726,5.1298428620833345,7.375717723555556,0.5416666666666666,10.125,0.75,18.833333333333332,0.8333333333333334,24.25,0.9166666666666666,28.708333333333332,0.5,5.333333333333333,0.7083333333333334,9.75,0.8333333333333334,12.25,0.9166666666666666,14.375,0.03786279083333333,0.1159345525,0.03364411583333333,0.1548555875,0.04380162916666667
2019-2020,eng-championship,M2,MW19,24,1,0.7886041666666666,7.488439512814624,6,-1.2239333333333349,2,0.10337068399456521,3.074448313568213,4.230264219583332,6.556365223138596,0.5,8.75,0.7916666666666666,16.75,0.8333333333333334,21.5,0.9583333333333334,25.666666666666668,0.4583333333333333,4.25,0.7916666666666666,7.833333333333333,0.875,10.125,0.875,11.625,0.01398318,0.09117409416666666,0.017805061666666663,0.15317645666666668,0.04077109416666667
2019-2020,eng-championship,M2,MW30,24,1,0.6432541666666655,6.600062907560049,6,-3.8956000000000017,1,0.08826811228260868,2.6809808096276995,3.757902169583332,5.089120898781146,0.5,7.041666666666667,0.75,13.208333333333334,0.7916666666666666,16.708333333333332,0.875,19.875,0.4166666666666667,3.4583333333333335,0.6666666666666666,6.708333333333333,0.9166666666666666,8.708333333333334,0.9166666666666666,10.166666666666666,0.021152235833333328,0.11342455416666664,0.03366906333333334,0.1632195825,0.032114526666666664
2019-2020,eng-championship,M2,MW6,24,1,0.8409624999999968,10.365510056934808,6,5.589366666666661,3,0.13563420597826087,4.0771641511154995,5.495358375416668,7.99046936693933,0.5416666666666666,10.875,0.75,20.666666666666668,0.9166666666666666,26.291666666666668,0.9166666666666666,31.416666666666668,0.4166666666666667,5.875,0.8333333333333334,10.5,0.875,13.083333333333334,0.9166666666666666,15.166666666666666,0.07168139166666666,0.10454757749999999,0.06445729916666666,0.12961629583333334,0.04285454416666667
2019-2020,eng-championship,M2,preseason,24,1,0.7847583333333347,9.779071620983935,6,7.144200000000001,6,0.13839462346014494,5.153060478008606,5.57920274083333,8.604828300275429,0.4166666666666667,11.791666666666666,0.8333333333333334,22.083333333333332,0.875,28.25,0.9583333333333334,33.583333333333336,0.4583333333333333,7.666666666666667,0.875,13.833333333333334,0.9166666666666666,16.416666666666668,0.9583333333333334,18.666666666666668,0.07748182666666667,0.11413087666666666,0.06053287333333333,0.11616312333333334,0.04836352416666667
2019-2020,eng-championship,M7,MW12,24,1,0.8522708333333334,8.803491889041341,6,1.358349999999998,2,0.11955547952898553,4.861992059737915,5.014474564583335,9.476458416784704,0.5833333333333334,12.916666666666666,0.7916666666666666,24.458333333333332,0.9166666666666666,31.375,1.0,37.125,0.5833333333333334,7.083333333333333,0.8333333333333334,12.875,0.9166666666666666,15.5,0.9583333333333334,17.625,0.037889765833333346,0.11631643750000002,0.04912860250000001,0.14043615416666666,0.03830474416666666
2019-2020,eng-championship,M7,MW19,24,1,0.854958333333335,7.339828709116217,6,-1.6935166666666628,1,0.10044671522644928,3.75694614268224,4.123538790000001,7.983585061664151,0.5416666666666666,10.75,0.9166666666666666,20.541666666666668,0.9583333333333334,26.166666666666668,0.9583333333333334,31.25,0.5416666666666666,5.208333333333333,0.8333333333333334,9.625,0.9583333333333334,12.125,0.9583333333333334,14.083333333333334,0.01683855416666667,0.1000259975,0.027948396666666663,0.14061162166666666,0.0356373325
2019-2020,eng-championship,M7,MW30,24,1,0.6765958333333323,6.5906208718337,6,-3.8932333333333324,2,0.08698512057971013,3.033716338443249,3.7323015979166665,5.684349255640801,0.5,7.791666666666667,0.7916666666666666,14.625,0.8333333333333334,18.666666666666668,0.9166666666666666,22.125,0.4583333333333333,4.0,0.8333333333333334,7.708333333333333,0.9166666666666666,9.833333333333334,0.9166666666666666,11.416666666666666,0.024772555833333338,0.11560112083333335,0.04074237916666667,0.15384014583333336,0.029431264999999998
2019-2020,eng-championship,M7,MW6,24,1,0.9442333333333339,8.885388164893717,6,3.3218833333333335,3,0.12184201242753627,5.431896687715931,5.069430554166668,10.903499676707886,0.5833333333333334,14.75,0.9166666666666666,28.25,1.0,36.0,1.0,42.625,0.6666666666666666,8.166666666666666,0.9166666666666666,14.5,0.9166666666666666,17.416666666666668,1.0,19.166666666666668,0.05648407333333333,0.11253245249999999,0.06279293749999999,0.11577495916666668,0.03581835333333334
2019-2020,eng-championship,M7,preseason,24,1,1.0083374999999988,9.717328662990838,6,4.494966666666664,4,0.1338231107518116,6.153609452483619,5.588109571249998,12.5645955721225,0.6666666666666666,17.25,0.9166666666666666,32.291666666666664,0.9583333333333334,41.25,0.9583333333333334,48.958333333333336,0.5833333333333334,9.833333333333334,0.9166666666666666,16.833333333333332,0.9166666666666666,19.416666666666668,0.9583333333333334,21.125,0.06882504083333334,0.1143996075,0.0787061275,0.09758417166666666,0.04132988166666666
2020-2021,eng-championship,M2,MW12,24,1,-0.4280500000000013,9.922781837771101,6,-6.314316666666666,2,0.11255446499999999,3.592468724168618,5.769830788333334,7.345428795868917,0.3333333333333333,9.833333333333334,0.75,18.833333333333332,0.7916666666666666,24.25,0.875,28.708333333333332,0.4583333333333333,5.0,0.7916666666666666,9.125,0.875,11.375,0.9166666666666666,13.583333333333334,0.05598002499999999,0.10792696,0.06325823333333333,0.06153954666666667,0.020438441666666664
2020-2021,eng-championship,M2,MW19,24,1,-0.49888333333333357,8.625749934933193,6,-3.3342000000000005,2,0.09739030026268115,2.959656639018696,5.024709925,6.504171038590898,0.4166666666666667,8.833333333333334,0.7083333333333334,16.833333333333332,0.7916666666666666,21.333333333333332,0.875,25.458333333333332,0.5,4.041666666666667,0.7916666666666666,7.458333333333333,0.8333333333333334,9.625,0.8333333333333334,11.208333333333334,0.06354782166666666,0.12035081833333333,0.0662502325,0.015764224999999996,0.03141320666666667
2020-2021,eng-championship,M2,MW30,24,1,-0.15512916666666735,6.104723573492088,6,-4.124650000000003,1,0.06481276507246377,2.4557209921152707,3.6383390920833336,4.928307807220416,0.3333333333333333,6.916666666666667,0.75,12.833333333333334,0.8333333333333334,16.208333333333332,0.875,19.166666666666668,0.5,3.375,0.7916666666666666,6.208333333333333,0.9166666666666666,7.833333333333333,0.9166666666666666,9.291666666666666,0.03650399166666667,0.09189028416666667,0.029823884999999998,0.04767268999999999,0.007100945833333336
2020-2021,eng-championship,M2,MW6,24,1,-0.5278916666666671,11.720753852995118,6,-7.692116666666664,2,0.12306896231884061,3.862308651750208,6.772250680833333,7.923160241599408,0.3333333333333333,10.708333333333334,0.7083333333333334,20.375,0.7916666666666666,26.208333333333332,0.8333333333333334,30.875,0.5,5.416666666666667,0.7083333333333334,10.041666666666666,0.8333333333333334,12.458333333333334,0.8333333333333334,14.416666666666666,0.0676853475,0.13028378,0.05077573083333334,0.050974184166666665,0.042196120000000004
2020-2021,eng-championship,M2,preseason,24,1,-0.3102291666666674,13.167109937343248,6,-3.797683333333334,3,0.1544655911594203,4.927626636622709,7.770737634583335,8.689504425010213,0.3333333333333333,11.708333333333334,0.625,22.166666666666668,0.7916666666666666,28.666666666666668,0.7916666666666666,33.958333333333336,0.5,7.25,0.7916666666666666,12.916666666666666,0.8333333333333334,15.708333333333334,0.9166666666666666,17.791666666666668,0.079272695,0.1465358575,0.05673432249999999,0.08098645083333333,0.03877714083333333
2020-2021,eng-championship,M7,MW12,24,1,-0.40265833333333284,9.554598959488915,6,-5.553349999999999,2,0.10404047605072464,4.4946880653540155,5.4065836874999995,9.303326066764818,0.4583333333333333,12.708333333333334,0.8333333333333334,23.958333333333332,0.875,30.583333333333332,0.9166666666666666,36.25,0.625,6.375,0.875,11.5,0.9166666666666666,14.583333333333334,0.9583333333333334,16.541666666666668,0.05386790333333333,0.11450335666666667,0.06635552666666668,0.052529629999999994,0.02882396333333333
2020-2021,eng-championship,M7,MW19,24,1,-0.46823749999999925,8.538828223937795,6,-3.6224666666666643,2,0.09360317823369564,3.582110765004155,4.878730457083332,7.814248719286954,0.5,10.833333333333334,0.75,20.166666666666668,0.875,25.708333333333332,0.875,30.458333333333332,0.5833333333333334,4.791666666666667,0.8333333333333334,9.041666666666666,0.875,11.541666666666666,0.9583333333333334,13.291666666666666,0.05502155916666667,0.11248765333333333,0.0629669175,0.023366277500000008,0.027273853333333334
