competition_id,model_id,origin,club_seasons,seasons,points_bias,points_rmse,promoted_club_seasons,promoted_points_bias,promoted_overpredicted,rank_rps,rank_sd,points_crps,points_sd,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,rank_coverage_50,rank_width_50,rank_coverage_80,rank_width_80,rank_coverage_90,rank_width_90,rank_coverage_95,rank_width_95,relegation_brier,title_brier,top_five_brier,top_four_brier
eng-premier-league,M2,MW12,220,11,0.05124318181818178,8.168269272481945,33,1.8249484848484847,20,0.07811094741267943,2.2327614527287465,4.671229176954545,6.1802023088656295,0.45,8.368181818181819,0.6727272727272727,15.89090909090909,0.8,20.295454545454547,0.8545454545454545,24.113636363636363,0.6045454545454545,3.0318181818181817,0.8272727272727273,5.640909090909091,0.9090909090909091,7.131818181818182,0.9363636363636364,8.345454545454546,0.06899643163636364,0.016933216636363636,0.054500950659090906,0.06542443602272728
eng-premier-league,M2,MW19,220,11,0.019148636363636676,6.105956488481332,33,1.836030303030303,21,0.05889990102272728,1.886010871313545,3.456865547954544,5.268838108198501,0.4954545454545455,7.172727272727273,0.7772727272727272,13.545454545454545,0.8636363636363636,17.295454545454547,0.9136363636363637,20.51818181818182,0.6727272727272727,2.581818181818182,0.8590909090909091,4.718181818181818,0.9318181818181818,6.009090909090909,0.9590909090909091,7.05,0.050137603249999996,0.01562661256818182,0.029770051840909095,0.046791616613636365
eng-premier-league,M2,MW30,220,11,-0.04422727272727252,3.828922285804097,33,0.7591909090909092,21,0.04115061894019138,1.2796649337083998,2.193881498363636,3.3940785578703525,0.4772727272727273,4.6454545454545455,0.7818181818181819,8.763636363636364,0.9,11.177272727272728,0.9545454545454546,13.145454545454545,0.7,1.6590909090909092,0.8772727272727273,3.118181818181818,0.9454545454545454,3.9863636363636363,0.9681818181818181,4.709090909090909,0.03135754509090909,0.007782866590909093,0.020842140727272727,0.03523097579545454
eng-premier-league,M2,MW6,220,11,0.04639545454545503,9.802724734754294,33,4.45430303030303,23,0.09460279714712919,2.5550692669440465,5.678451253454545,6.888757499366458,0.40454545454545454,9.286363636363637,0.65,17.71818181818182,0.7454545454545455,22.62272727272727,0.85,26.904545454545456,0.5454545454545454,3.577272727272727,0.7863636363636364,6.5,0.8818181818181818,8.163636363636364,0.9272727272727272,9.468181818181819,0.07911507136363637,0.028499511704545455,0.0784706789090909,0.08795377131818181
eng-premier-league,M2,preseason,220,11,0.04990454545454561,11.611254512184601,33,6.905975757575758,24,0.11048704184210527,3.045048616150752,6.758768928272728,7.563625773762328,0.39545454545454545,10.227272727272727,0.6409090909090909,19.386363636363637,0.7363636363636363,24.895454545454545,0.8045454545454546,29.62727272727273,0.5181818181818182,4.277272727272727,0.7909090909090909,7.863636363636363,0.8954545454545455,9.709090909090909,0.9409090909090909,11.209090909090909,0.09879590613636363,0.030734480181818184,0.08850925647727272,0.094080902
eng-premier-league,M7,MW12,220,11,0.11612818181818195,8.0468310544304,33,1.7487030303030309,21,0.07686427604784689,2.6634006280188824,4.562951196909091,7.194806425597608,0.4863636363636364,9.845454545454546,0.7818181818181819,18.495454545454546,0.8681818181818182,23.672727272727272,0.9136363636363637,28.063636363636363,0.6636363636363637,3.6863636363636365,0.8863636363636364,6.8136363636363635,0.95,8.50909090909091,0.9636363636363636,9.922727272727272,0.06323350715909092,0.018084488750000002,0.05370223959090909,0.05456089818181818
eng-premier-league,M7,MW19,220,11,0.06593636363636324,6.010739364420986,33,1.9522909090909089,22,0.05857009017583732,2.131237404885038,3.393319509545455,5.847232922057292,0.5136363636363637,7.963636363636364,0.8227272727272728,15.081818181818182,0.9,19.236363636363638,0.9454545454545454,22.777272727272727,0.7227272727272728,2.9,0.8954545454545455,5.345454545454546,0.9636363636363636,6.859090909090909,0.9818181818181818,7.972727272727273,0.053491925204545446,0.017722530931818182,0.028956068340909094,0.040046509590909087
eng-premier-league,M7,MW30,220,11,-0.028430909090908958,3.79102957972681,33,0.9951666666666671,21,0.04153370061004784,1.3587565331661577,2.1672881330909086,3.569759147044509,0.509090909090909,4.927272727272728,0.8363636363636363,9.222727272727273,0.9136363636363637,11.718181818181819,0.9545454545454546,13.75909090909091,0.7,1.7454545454545454,0.8954545454545455,3.3454545454545452,0.9636363636363636,4.2681818181818185,0.9681818181818181,5.0,0.032848740818181815,0.00831030515909091,0.023094925681818184,0.033622116295454536
eng-premier-league,M7,MW6,220,11,0.13592818181818192,9.718139344035508,33,3.2274030303030306,21,0.09164186148923444,3.129758452353868,5.475308629181818,8.376155159469787,0.5,11.35909090909091,0.7363636363636363,21.577272727272728,0.8272727272727273,27.604545454545455,0.9136363636363637,32.67727272727273,0.6681818181818182,4.3954545454545455,0.8409090909090909,8.095454545454546,0.9272727272727272,10.018181818181818,0.9818181818181818,11.545454545454545,0.07459913222727273,0.028352171772727273,0.07210962627272728,0.07457475529545456
eng-premier-league,M7,preseason,220,11,0.1708563636363636,11.62947119975015,33,4.041596969696968,21,0.10649881611004786,3.7724175669532984,6.60255309409091,9.669816820615614,0.4727272727272727,13.172727272727272,0.740909090909091,24.886363636363637,0.8181818181818182,31.79090909090909,0.9045454545454545,37.74545454545454,0.6272727272727273,5.427272727272728,0.8772727272727273,9.822727272727272,0.9409090909090909,12.077272727272728,0.9818181818181818,13.7,0.0978662461590909,0.029366021090909092,0.08552720220454546,0.08724381934090908
