model_id,training_team_matches,evaluation_team_matches,shooting_coefficient,creation_coefficient,baseline_xg_residual_mse,core_xi_delta_xg_residual_mse,mse_difference,fraction_mse_reduction,residual_prediction_correlation,mean_changed_match_equivalents
M2-attack-defense-v1,758,1520,0.047783962868364574,0.1224631533494992,0.1005204844022141,0.0998435864217934,-0.0006768979804206987,0.006733930745023241,0.08777580502193927,3.237156432748538
M7-xg-v1,758,1520,0.005092501581682717,0.07780083278086934,0.09702263232059655,0.0967544110226855,-0.0002682212979110421,0.0027645229931996234,0.07218332634074431,3.237156432748538
