season_id,model_id,origin,club_seasons,seasons,points_bias,points_rmse,promoted_club_seasons,promoted_points_bias,promoted_overpredicted,trps,points_crps,points_sd,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,title_brier,top_four_brier,relegation_brier
2016-2017,M4,MW6,20,1,0.07101000000000326,10.598277775138753,3,2.365800000000005,2,0.08930604651315789,5.632139144000002,9.33142924605425,0.65,12.85,0.75,24.2,0.95,30.7,0.95,36.3,0.06353915599999999,0.09119003375,0.07832225325
2016-2017,M4,preseason,20,1,-0.14689499999999994,13.203515537708132,3,0.7365333333333316,2,0.10383943181578947,7.374061844500001,10.885336934208777,0.55,14.85,0.75,28.25,0.8,35.7,0.85,42.3,0.05046869049999999,0.1118236005,0.08336276299999999
2016-2017,M5,MW12,20,1,-0.44996999999999937,8.04345204747315,3,3.1078666666666686,1,0.06727816500000001,4.462617498999998,7.596049111668971,0.55,10.35,0.8,19.65,0.85,25.0,0.9,29.7,0.037342970999999996,0.04590922900000001,0.064023744
2016-2017,M5,MW19,20,1,-0.08109499999999911,6.059088910595388,3,2.861066666666666,2,0.05463222046052631,3.4394476645,6.132903758519982,0.55,8.55,0.75,15.85,0.85,20.15,1.0,23.75,0.00958134325,0.04123771925,0.07178326175
2016-2017,M5,MW30,20,1,-0.19175500000000073,3.9054645575782643,3,2.7987666666666655,3,0.04422962717105263,2.259927449500002,3.5964689815611672,0.45,4.95,0.8,9.4,0.95,12.0,0.95,13.8,0.0014886069999999973,0.013763395000000006,0.02904139
2016-2017,M5,MW6,20,1,-0.07590500000000056,10.576260904142826,3,4.277666666666666,2,0.08626143382894735,5.657551155500003,8.943450229054768,0.6,12.35,0.75,22.95,0.85,29.4,0.95,34.85,0.063204793,0.08835229,0.07879800125000001
2016-2017,M5,preseason,20,1,-0.2973549999999978,12.95420415338202,3,3.836266666666669,2,0.09908420882894736,7.335217784499998,10.276729655028376,0.45,13.95,0.7,26.45,0.8,33.8,0.85,40.25,0.04851201974999999,0.10327420100000002,0.08902153425
2016-2017,M7,MW12,20,1,-0.4612850000000012,7.901470042561698,3,1.8214333333333315,1,0.06780978217105263,4.447286140500001,7.118739062709456,0.55,9.75,0.8,18.35,0.8,23.3,0.9,27.6,0.04093235625,0.03762047375,0.0743744635
2016-2017,M7,MW19,20,1,-0.1394000000000009,6.245190520632658,3,2.0602666666666685,2,0.05383463882894736,3.581666307999999,5.807920232512966,0.55,7.9,0.75,14.95,0.8,19.15,1.0,22.75,0.014205563000000001,0.03347903400000001,0.07583449425000001
2016-2017,M7,MW30,20,1,-0.21596500000000116,3.8786169156672345,3,2.518966666666666,3,0.043411280526315786,2.2323519825000013,3.50275720808904,0.45,4.8,0.75,9.05,0.95,11.55,0.95,13.55,0.0013253120000000025,0.009901725250000003,0.02933103575
2016-2017,M7,MW6,20,1,-0.06477000000000004,10.580463049507806,3,2.089366666666668,2,0.08963687182894738,5.736817350999999,8.406846844329937,0.6,11.45,0.75,21.55,0.8,27.55,0.9,32.75,0.060347593249999984,0.078658361,0.08846584299999999
2016-2017,M7,preseason,20,1,-0.3256499999999992,13.146894020832448,3,4.536933333333335,2,0.09953445581578949,7.467309368000002,9.872827648363307,0.45,13.55,0.7,25.55,0.8,32.3,0.85,38.7,0.05157707425,0.10611273575000002,0.08697171224999999
2017-2018,M2,MW12,20,1,0.5023999999999997,6.299073021008726,3,2.221899999999998,2,0.08777195878947369,3.6417603559999967,6.114536571149647,0.4,8.2,0.8,15.65,0.9,20.15,1.0,23.95,0.001205721249999999,0.07519693925000001,0.10914901749999999
2017-2018,M2,MW19,20,1,0.351935000000001,4.739576669123519,3,-0.8012999999999977,2,0.06631199784210526,2.760507249499998,5.201247221138454,0.45,7.25,0.9,13.35,1.0,17.1,1.0,20.3,9.936999999999227e-06,0.059827952,0.06064912924999999
2017-2018,M2,MW30,20,1,0.02095500000000019,2.9161534689552955,3,-0.26463333333333355,2,0.04472338209210526,1.6371019354999994,3.3593781076093707,0.65,4.75,0.9,8.7,0.9,11.0,1.0,13.15,3.999999998947288e-09,0.0032181762499999987,0.060668119500000006
2017-2018,M2,MW6,20,1,0.3012650000000011,8.628128838021603,3,5.756666666666668,3,0.10620796659210527,4.9753991005,6.880830798586277,0.45,9.1,0.7,17.6,0.8,22.65,0.9,27.0,0.016705009,0.072781389,0.12416421325
2017-2018,M2,preseason,20,1,0.44751500000000066,10.61516063488914,3,4.43686666666667,2,0.11669258330263162,6.0701042175,7.554503460719855,0.4,10.3,0.65,19.4,0.8,24.8,0.85,29.45,0.042927967,0.09151062025,0.12043742525000001
2017-2018,M4,MW12,20,1,0.6487749999999991,5.867716333080528,3,-0.0319666666666644,1,0.08305278556578946,3.4080054964999995,7.5367936034138605,0.55,10.25,0.95,19.3,1.0,24.75,1.0,29.45,0.0016235400000000027,0.07053878075,0.116459202
2017-2018,M4,MW19,20,1,0.4391899999999982,4.390667949184951,3,-1.7332666666666654,1,0.06139716809210527,2.5717142979999985,5.99859719952573,0.6,8.1,1.0,15.5,1.0,19.75,1.0,23.35,1.272400000000131e-05,0.055519230749999995,0.0641253835
2017-2018,M4,MW30,20,1,0.05696500000000064,2.9507507616706645,3,-0.3004333333333354,2,0.044453224,1.6701309195000005,3.556639279390036,0.65,4.85,0.9,9.2,0.95,11.6,1.0,13.9,0.0,0.003003035249999998,0.0640528335
2017-2018,M4,MW6,20,1,0.5060999999999986,7.5672989113025,3,-0.09779999999999944,1,0.09533799336842105,4.350665689000001,8.845478743324332,0.55,12.1,0.8,22.75,0.95,29.2,0.95,34.6,0.01778136475,0.06703612475,0.13771967300000001
2017-2018,M4,preseason,20,1,0.679025,10.424751549725299,3,-5.022799999999999,0,0.10914937446052633,5.901524634500002,10.400832121725923,0.6,14.1,0.8,26.75,0.95,34.3,0.95,40.4,0.049178953000000004,0.08385281675,0.15232575625
2017-2018,M5,MW12,20,1,0.5950349999999993,6.198825215111328,3,0.8562666666666677,2,0.0843529852631579,3.5872234505000007,7.416039066391306,0.5,10.1,0.85,19.25,1.0,24.25,1.0,28.85,0.0024255567500000006,0.07013604274999999,0.11267491525
2017-2018,M5,MW19,20,1,0.39958000000000027,4.676100385470782,3,-1.1345000000000003,1,0.06544759768421052,2.736008624000001,5.95848402655858,0.55,8.0,1.0,15.35,1.0,19.65,1.0,23.15,3.118199999999994e-05,0.06060143275,0.070937539
2017-2018,M5,MW30,20,1,0.038785000000000736,2.942499371367818,3,-0.21783333333333132,2,0.04547171323684211,1.6580177064999995,3.578935837021171,0.65,4.9,0.9,9.45,0.95,11.85,1.0,13.95,1.0000000025123796e-09,0.0037336492500000006,0.0623673895
2017-2018,M5,MW6,20,1,0.4852949999999989,8.386490509831868,3,0.9661000000000021,1,0.10044409972368422,4.756418559499999,8.682419256399104,0.55,11.75,0.85,22.45,0.95,28.6,0.95,33.85,0.019500052999999996,0.066570817,0.13795229150000002
2017-2018,M5,preseason,20,1,0.5728000000000009,10.962143254993524,3,-2.8692999999999977,1,0.1124512772236842,6.105531986999999,10.009043962526018,0.55,13.65,0.8,25.75,0.85,32.95,0.95,39.0,0.04286930225,0.08183918024999998,0.14954497374999998
2017-2018,M7,MW12,20,1,0.536910000000001,5.888860047411553,3,1.0302000000000007,2,0.08489589836842104,3.37931516,7.041469582494673,0.65,9.55,0.95,18.05,0.95,23.15,1.0,27.4,0.00017137600000000208,0.05705283225,0.09979472800000001
2017-2018,M7,MW19,20,1,0.38082999999999834,4.814220344562556,3,-0.6535333333333355,1,0.07113174701315791,2.804405030999999,5.727720220070573,0.45,7.8,1.0,14.8,1.0,18.9,1.0,22.35,7.870000000025105e-07,0.05744982725000001,0.0698740895
2017-2018,M7,MW30,20,1,0.02608000000000068,2.8975834729995267,3,0.14239999999999972,2,0.04634466955263157,1.657869304999999,3.5292301073410615,0.7,4.95,0.9,9.1,1.0,11.55,1.0,13.65,0.0,0.0032166232500000017,0.054189219
2017-2018,M7,MW6,20,1,0.43624000000000007,7.975746366140288,3,2.107366666666669,2,0.0973382757105263,4.552658284000001,8.268885754514788,0.55,11.3,0.8,21.25,0.85,27.2,0.95,32.25,0.006622218999999996,0.049599319749999995,0.1305001
2017-2018,M7,preseason,20,1,0.45283999999999835,10.45452452639526,3,-2.575066666666667,1,0.11226922415789471,5.88629947,9.624538523132577,0.6,13.0,0.75,24.75,0.8,31.65,0.95,37.65,0.023617771000000003,0.06506867475000001,0.1445519785
2018-2019,M2,MW12,20,1,-0.7477100000000003,6.254407471775405,3,-3.4545333333333352,0,0.04421525069736841,3.5671361270000004,5.988702926037039,0.5,8.1,0.8,15.3,0.9,19.65,0.9,23.25,0.002065411000000001,0.00847778875,0.013901702249999998
2018-2019,M2,MW19,20,1,-0.47703500000000004,6.0741055206096,3,-3.3676666666666697,0,0.04558849617105262,3.4889852074999985,5.10094447707396,0.55,7.0,0.75,13.0,0.85,16.7,0.85,19.85,0.053709544,0.009530926000000007,0.02456008675
2018-2019,M2,MW30,20,1,-0.2001150000000001,4.196484154086607,3,-1.7134666666666654,0,0.03862053959210526,2.4914054675000004,3.2612690600524026,0.45,4.4,0.65,8.35,0.8,10.6,1.0,12.45,0.010182481000000004,0.047973381499999995,0.004398231000000004
2018-2019,M2,MW6,20,1,-0.7742749999999987,7.220920895945335,3,1.3749333333333336,1,0.05281010042105263,4.1126857935,6.732496810148622,0.6,9.1,0.75,17.35,0.8,21.95,0.9,26.35,0.010071964000000001,0.015607613749999994,0.040367806250000006
2018-2019,M2,preseason,20,1,-0.9547850000000008,10.562983066137145,3,7.9243,2,0.08523721796052633,6.0444553605,7.458048969064571,0.6,10.2,0.7,18.95,0.75,24.5,0.8,29.2,0.008924090249999999,0.043278882000000005,0.11471832500000001
2018-2019,M4,MW12,20,1,-0.7431050000000006,6.4647960603951,3,-3.646199999999998,1,0.05115254546052631,3.720159494499999,7.477161213411989,0.6,10.25,0.9,19.3,0.9,24.75,0.95,29.1,0.002780949000000002,0.01648652675,0.02971542175
2018-2019,M4,MW19,20,1,-0.4261450000000009,6.274211225046539,3,-3.280299999999999,1,0.049814829026315795,3.5851364195000004,6.019737443275932,0.6,8.1,0.75,15.4,0.85,19.8,0.9,23.25,0.05540723500000001,0.014972820000000001,0.036680136749999995
2018-2019,M4,MW30,20,1,-0.18734500000000018,4.14384901227108,3,-1.7945333333333313,0,0.04076226121052632,2.427633356500002,3.5137075407256213,0.5,4.9,0.7,8.9,0.9,11.45,1.0,13.5,0.013935288999999998,0.05760519125000001,0.006399547000000003
2018-2019,M4,MW6,20,1,-0.7129849999999995,6.909372878308133,3,-0.6868333333333361,1,0.061372456815789476,4.020615227499997,8.91073981756716,0.65,12.1,0.85,23.0,0.95,29.2,1.0,34.8,0.012505468999999996,0.023871541749999996,0.04265680374999999
2018-2019,M4,preseason,20,1,-0.8621050000000003,9.66392271743209,3,-0.5524666666666675,2,0.08114464880263157,5.4441229265,10.262376492040376,0.7,14.0,0.75,26.6,0.85,33.8,0.9,40.15,0.011582346000000002,0.05322472924999999,0.07105947524999998
2018-2019,M5,MW12,20,1,-0.7812350000000017,6.816330208587317,3,-3.249966666666667,1,0.051939893947368435,3.8387554755,7.324993986641128,0.55,10.0,0.85,18.75,0.9,24.1,0.9,28.65,0.004331558750000001,0.015811583000000004,0.028228177
2018-2019,M5,MW19,20,1,-0.47467500000000057,6.342291778016839,3,-3.0782000000000003,1,0.04956956475,3.6172115065,5.909004440310848,0.55,8.2,0.8,15.2,0.85,19.5,0.85,23.25,0.050939621000000004,0.013762485000000001,0.03285777775
2018-2019,M5,MW30,20,1,-0.21317999999999843,4.216823418996816,3,-1.7000666666666646,1,0.040055829,2.4808242299999987,3.4862315633640306,0.5,4.6,0.7,8.95,0.8,11.45,1.0,13.5,0.013198688999999996,0.053612148999999984,0.006016158750000005
2018-2019,M5,MW6,20,1,-0.7839499999999987,7.667692315749242,3,-0.4694333333333323,1,0.06140256671052632,4.335650674999998,8.617850857886506,0.65,11.95,0.8,22.25,0.9,28.4,0.95,33.4,0.01451661675,0.02421316524999999,0.042533584
2018-2019,M5,preseason,20,1,-0.8961400000000015,10.613072438083142,3,0.1526333333333317,2,0.08303365981578949,5.879215684999999,9.89321849246129,0.6,13.5,0.8,25.55,0.85,32.65,0.9,38.6,0.01459490925,0.049553046,0.07602452875
2018-2019,M7,MW12,20,1,-0.7689999999999987,6.842744169556537,3,-0.5658666666666683,2,0.053639069697368424,3.857316774,7.113973125931915,0.6,9.65,0.9,18.3,0.9,23.5,0.9,27.75,0.002370345749999998,0.0087090325,0.04482597225
2018-2019,M7,MW19,20,1,-0.498045000000001,6.099812439862394,3,-0.7308999999999983,2,0.048550643315789475,3.501198393499999,5.804297171765324,0.6,7.95,0.8,14.9,0.85,19.1,0.9,22.55,0.049157042,0.0054908330000000005,0.05145100199999999
2018-2019,M7,MW30,20,1,-0.2099149999999998,3.9257018525991,3,-0.8696666666666673,1,0.038410349315789474,2.284120488500002,3.4766265960352647,0.4,4.85,0.75,8.9,0.85,11.45,1.0,13.4,0.008785295999999998,0.046626165,0.008040696
2018-2019,M7,MW6,20,1,-0.7973950000000016,7.531490096886539,3,1.5280999999999996,1,0.06332493328947368,4.297116695500002,8.266931772021714,0.6,11.2,0.8,21.3,0.9,27.25,0.95,32.45,0.011628386999999999,0.018725134750000004,0.04497484200000001
2018-2019,M7,preseason,20,1,-0.9917350000000006,10.914567545830664,3,0.26676666666666665,2,0.08551349427631579,6.085633606500002,9.510869617656358,0.6,12.85,0.8,24.5,0.85,31.35,0.9,37.25,0.009655326000000006,0.03521699075,0.07602909399999999
2019-2020,M2,MW12,20,1,-0.001364999999999661,6.950790393293413,3,5.2629333333333355,3,0.07018689953947368,3.8832935765000016,6.1421296179273,0.5,8.35,0.75,15.75,0.9,20.1,0.95,23.9,0.0028658170000000005,0.07293523900000001,0.07556583725
2019-2020,M2,MW19,20,1,0.07210500000000106,5.267809972037715,3,3.610633333333334,3,0.05143656086842104,2.9392870394999995,5.232922852851625,0.65,6.95,0.8,13.4,0.85,17.3,0.95,20.3,1.9612000000000144e-05,0.09742888999999998,0.055642566000000004
2019-2020,M2,MW30,20,1,-0.14766000000000012,3.8775264698000464,3,1.586533333333333,2,0.04139311403947368,2.218665498999999,3.392039980710475,0.5,4.7,0.75,8.85,0.85,11.15,0.9,13.25,0.0,0.07565412125,0.06830940500000002
2019-2020,M2,MW6,20,1,0.03755500000000041,9.801704334680778,3,8.5492,2,0.10378721011842104,5.732479304499998,6.8767379351942655,0.35,9.2,0.65,17.6,0.8,22.65,0.9,26.85,0.024657958999999997,0.08768963725,0.122225862
2019-2020,M2,preseason,20,1,0.15895500000000135,10.384131189728873,3,9.086600000000002,2,0.1084357557368421,6.127597567500002,7.503215758729846,0.25,10.0,0.65,19.3,0.85,24.75,0.9,29.45,0.05011736874999999,0.07260099875000002,0.126409202
2019-2020,M4,MW12,20,1,0.07518999999999991,7.524101598064716,3,2.470700000000001,2,0.07385055346052631,4.238766244999999,7.750595207203458,0.55,10.5,0.85,20.0,0.9,25.4,0.95,30.3,0.0037753520000000018,0.08493535375,0.08102010450000001
2019-2020,M4,MW19,20,1,0.10270499999999956,5.741857750980948,3,2.007466666666666,2,0.055875288236842104,3.2280117185000017,6.070995631495499,0.6,8.45,0.8,15.7,0.95,20.05,0.95,23.65,4.2776999999998185e-05,0.09939301799999999,0.06255903300000001
2019-2020,M4,MW30,20,1,-0.15404999999999996,4.068156456553753,3,1.445200000000001,1,0.04334566563157895,2.320485359,3.762596276016219,0.5,5.2,0.8,9.8,0.9,12.35,0.9,14.4,1.0000000025123796e-09,0.07852920875,0.06839152300000001
2019-2020,M4,MW6,20,1,0.1767299999999999,9.684288443194989,3,3.459766666666667,2,0.10410167232894736,5.577147422000001,9.112607133454217,0.45,12.4,0.8,23.45,0.9,30.05,0.95,35.65,0.024148498,0.08546370225,0.104409536
2019-2020,M4,preseason,20,1,0.2972750000000005,10.032209541496828,3,0.3769999999999977,2,0.11084604284210527,5.849700408499999,10.613730080879407,0.45,14.6,0.85,27.2,0.95,34.95,1.0,41.35,0.03229868,0.06989366699999999,0.122357588
2019-2020,M5,MW12,20,1,0.00195999999999934,7.170050227787808,3,2.7434999999999974,2,0.07194791817105264,4.081293654000001,7.503922156206281,0.55,10.45,0.85,19.35,0.9,24.65,0.95,29.55,0.004801685999999999,0.07584691425000001,0.07771133175000003
2019-2020,M5,MW19,20,1,0.06910499999999971,5.513558008718148,3,2.209066666666667,2,0.05412534049561404,3.1444026715,5.979541991909505,0.65,8.25,0.8,15.45,1.0,19.65,1.0,23.25,8.242899999999913e-05,0.09515136175,0.062129116000000005
2019-2020,M5,MW30,20,1,-0.15059499999999915,3.9669950765661417,3,1.5201333333333313,1,0.04171636490789473,2.2540649945,3.684141390280267,0.5,5.05,0.8,9.5,0.9,12.15,0.9,14.35,1.0000000025123796e-09,0.07640097025,0.068627856
2019-2020,M5,MW6,20,1,0.0836350000000003,9.340742345097633,3,3.1953333333333376,2,0.10029707820614034,5.381469228500001,8.730322574411948,0.4,11.8,0.75,22.55,0.8,28.65,0.95,34.05,0.022895999999999996,0.08131930275,0.101366746
2019-2020,M5,preseason,20,1,0.19846000000000288,9.99894308884694,3,0.9594000000000023,2,0.10621267763157896,5.766843334000002,10.009274217167917,0.4,13.75,0.85,25.8,0.95,33.1,0.95,39.05,0.03623948725000001,0.06856970050000001,0.11678212524999998
2019-2020,M7,MW12,20,1,0.08969500000000022,6.656840924379973,3,2.552499999999996,2,0.06722380434210527,3.796223415500001,7.2024791313105965,0.55,9.85,0.85,18.6,0.95,23.7,0.95,28.05,0.011268314,0.05878396224999999,0.08328455275
2019-2020,M7,MW19,20,1,0.0988199999999992,4.7794991980332,3,2.5958333333333363,1,0.0483189305,2.7342374169999992,5.766899323432741,0.55,7.75,0.9,15.05,1.0,18.85,1.0,22.4,0.0002464539999999972,0.07819069425,0.07917398475
2019-2020,M7,MW30,20,1,-0.12397999999999776,3.9209545184814374,3,1.543533333333336,1,0.04363794563157895,2.245813517,3.6477820878841656,0.55,5.0,0.85,9.4,0.9,11.85,0.9,14.3,1.0000000025123796e-09,0.069896018,0.073785815
2019-2020,M7,MW6,20,1,0.12540000000000012,8.364520772823749,3,4.517199999999998,2,0.08094062171052631,4.628027103999999,8.43838108700616,0.65,11.55,0.85,21.75,0.85,27.8,0.9,32.9,0.041475632,0.040430537,0.10457207399999999
2019-2020,M7,preseason,20,1,0.27156499999999967,9.524496585358198,3,1.6552999999999969,2,0.09697620967105264,5.354403130499999,9.730530962414559,0.6,13.2,0.8,25.1,0.95,32.1,0.95,37.95,0.04939121900000001,0.04827521450000001,0.122564932
2020-2021,M2,MW12,20,1,-0.18858999999999995,6.931078946022762,3,-1.9888000000000001,2,0.06591193782894737,4.011757021999996,6.1422354302405,0.5,8.3,0.7,15.75,0.9,20.25,0.95,24.1,0.037273042,0.06677945075,0.010596295000000002
2020-2021,M2,MW19,20,1,-0.33666499999999966,4.999614251569813,3,-3.192533333333332,1,0.0611606599868421,2.8433501324999986,5.246079428566944,0.6,7.3,0.85,13.45,0.95,17.05,0.95,20.5,0.001002597999999997,0.08057279074999998,0.005575647999999996
2020-2021,M2,MW30,20,1,-0.30762499999999965,3.456568635872865,3,-0.5666333333333332,2,0.04095396794736842,1.9428232855000005,3.4139348188669016,0.55,4.7,0.8,8.85,0.9,11.25,0.95,13.3,7.000000000406956e-09,0.08222872125,0.005119235999999996
2020-2021,M2,MW6,20,1,-0.16750499999999952,7.187688747956466,3,0.3268333333333331,2,0.06950525635526317,4.039955088500001,6.85800518906934,0.65,9.25,0.75,17.65,0.8,22.4,0.95,26.65,0.010870659000000005,0.07353043249999999,0.046844604
2020-2021,M2,preseason,20,1,-0.3839999999999991,10.637797229219967,3,1.1195999999999995,2,0.09974247006578947,6.063633433000001,7.439317531544357,0.45,10.1,0.6,19.15,0.8,24.6,0.85,29.15,0.0056502199999999975,0.0449473345,0.09284325200000001
2020-2021,M4,MW12,20,1,-0.18579999999999935,7.8472245863107535,3,-3.267933333333332,2,0.07610922413157895,4.416253332000001,7.7161498339535814,0.6,10.45,0.8,19.9,0.9,25.25,0.95,29.85,0.038856692,0.06274694475,0.01634064125
2020-2021,M4,MW19,20,1,-0.37777000000000066,5.690735699889778,3,-3.7034333333333342,1,0.0678005410394737,3.165658095,6.096668961474745,0.7,8.4,0.9,15.85,0.9,20.2,0.95,23.75,0.003421355000000001,0.08418005499999999,0.01138217524999999
