model_id,origin,event,bin_lower,bin_upper,count,mean_prediction,observed_frequency
M5,MW12,pit,0.3,0.4,15,0.33824653470106497,0.06818181818181818
M5,MW12,pit,0.4,0.5,21,0.4504102161508892,0.09545454545454546
M5,MW12,pit,0.5,0.6,26,0.5367105083706375,0.11818181818181818
M5,MW12,pit,0.6,0.7,23,0.6505387310024947,0.10454545454545454
M5,MW12,pit,0.7,0.8,16,0.742968727968086,0.07272727272727272
M5,MW12,pit,0.8,0.9,21,0.8560940455656301,0.09545454545454546
M5,MW12,pit,0.9,1.0,27,0.9563564816135189,0.12272727272727273
M5,MW12,title,0.0,0.1,193,0.005072279792746114,0.0051813471502590676
M5,MW12,title,0.1,0.2,8,0.1575375,0.0
M5,MW12,title,0.2,0.3,7,0.23545,0.2857142857142857
M5,MW12,title,0.3,0.4,2,0.324175,0.0
M5,MW12,title,0.4,0.5,2,0.478075,0.0
M5,MW12,title,0.5,0.6,2,0.53175,1.0
M5,MW12,title,0.6,0.7,2,0.63035,1.0
M5,MW12,title,0.7,0.8,2,0.758625,1.0
M5,MW12,title,0.8,0.9,2,0.833325,1.0
M5,MW12,title,0.9,1.0,0,,
M5,MW12,top_four,0.0,0.1,142,0.012897183098591551,0.007042253521126761
M5,MW12,top_four,0.1,0.2,19,0.15120263157894737,0.21052631578947367
M5,MW12,top_four,0.2,0.3,5,0.23420000000000002,0.2
M5,MW12,top_four,0.3,0.4,11,0.3545772727272727,0.45454545454545453
M5,MW12,top_four,0.4,0.5,4,0.4552624999999999,0.5
M5,MW12,top_four,0.5,0.6,3,0.5334166666666667,0.3333333333333333
M5,MW12,top_four,0.6,0.7,3,0.6753,0.3333333333333333
M5,MW12,top_four,0.7,0.8,11,0.7605818181818182,0.6363636363636364
M5,MW12,top_four,0.8,0.9,7,0.8522071428571429,1.0
M5,MW12,top_four,0.9,1.0,15,0.9630233333333333,1.0
M5,MW12,relegation,0.0,0.1,144,0.01620451388888889,0.013888888888888888
M5,MW12,relegation,0.1,0.2,22,0.1434840909090909,0.045454545454545456
M5,MW12,relegation,0.2,0.3,10,0.25559,0.1
M5,MW12,relegation,0.3,0.4,12,0.33460416666666665,0.6666666666666666
M5,MW12,relegation,0.4,0.5,5,0.42576,0.4
M5,MW12,relegation,0.5,0.6,4,0.5402125,0.5
M5,MW12,relegation,0.6,0.7,11,0.6419681818181817,0.6363636363636364
M5,MW12,relegation,0.7,0.8,7,0.7609357142857144,0.7142857142857143
M5,MW12,relegation,0.8,0.9,5,0.85218,1.0
M5,MW12,relegation,0.9,1.0,0,,
M5,MW19,pit,0.0,0.1,25,0.04853484291603114,0.11363636363636363
M5,MW19,pit,0.1,0.2,21,0.14487290660001317,0.09545454545454546
M5,MW19,pit,0.2,0.3,18,0.250595204209653,0.08181818181818182
M5,MW19,pit,0.3,0.4,22,0.34943923293225954,0.1
M5,MW19,pit,0.4,0.5,26,0.4494815206932428,0.11818181818181818
M5,MW19,pit,0.5,0.6,20,0.5392795028586763,0.09090909090909091
M5,MW19,pit,0.6,0.7,25,0.6641787534075699,0.11363636363636363
M5,MW19,pit,0.7,0.8,21,0.7453612346743782,0.09545454545454546
M5,MW19,pit,0.8,0.9,19,0.8511179598596371,0.08636363636363636
M5,MW19,pit,0.9,1.0,23,0.9536926517813654,0.10454545454545454
M5,MW19,title,0.0,0.1,200,0.004767,0.005
M5,MW19,title,0.1,0.2,4,0.1458,0.0
M5,MW19,title,0.2,0.3,1,0.2282,1.0
M5,MW19,title,0.3,0.4,3,0.3467833333333334,0.0
M5,MW19,title,0.4,0.5,4,0.4575125,0.5
M5,MW19,title,0.5,0.6,0,,
M5,MW19,title,0.6,0.7,3,0.6342666666666666,0.6666666666666666
M5,MW19,title,0.7,0.8,1,0.7738,1.0
M5,MW19,title,0.8,0.9,1,0.813,1.0
M5,MW19,title,0.9,1.0,3,0.9584,1.0
M5,MW19,top_four,0.0,0.1,154,0.01278409090909091,0.012987012987012988
M5,MW19,top_four,0.1,0.2,6,0.15913333333333335,0.0
M5,MW19,top_four,0.2,0.3,8,0.26291875,0.25
M5,MW19,top_four,0.3,0.4,6,0.348725,0.16666666666666666
M5,MW19,top_four,0.4,0.5,4,0.475125,0.75
M5,MW19,top_four,0.5,0.6,4,0.5507249999999999,0.25
M5,MW19,top_four,0.6,0.7,8,0.6426499999999999,1.0
M5,MW19,top_four,0.7,0.8,5,0.74869,0.6
M5,MW19,top_four,0.8,0.9,4,0.8569749999999999,1.0
M5,MW19,top_four,0.9,1.0,21,0.9745142857142856,0.9523809523809523
M5,MW19,relegation,0.0,0.1,152,0.009607565789473685,0.006578947368421052
M5,MW19,relegation,0.1,0.2,12,0.13910833333333336,0.08333333333333333
M5,MW19,relegation,0.2,0.3,19,0.23020263157894738,0.21052631578947367
M5,MW19,relegation,0.3,0.4,3,0.33431666666666665,0.0
M5,MW19,relegation,0.4,0.5,3,0.45825000000000005,1.0
M5,MW19,relegation,0.5,0.6,7,0.5421214285714286,0.5714285714285714
M5,MW19,relegation,0.6,0.7,6,0.6273500000000001,1.0
M5,MW19,relegation,0.7,0.8,4,0.73535,0.0
M5,MW19,relegation,0.8,0.9,7,0.8473071428571429,1.0
M5,MW19,relegation,0.9,1.0,7,0.9553285714285714,1.0
M5,MW30,pit,0.0,0.1,31,0.05406891710227496,0.1409090909090909
M5,MW30,pit,0.1,0.2,21,0.1373312394827216,0.09545454545454546
M5,MW30,pit,0.2,0.3,18,0.2484853523949151,0.08181818181818182
M5,MW30,pit,0.3,0.4,22,0.3595261700215957,0.1
M5,MW30,pit,0.4,0.5,17,0.4592879671422397,0.07727272727272727
M5,MW30,pit,0.5,0.6,19,0.5517982889729297,0.08636363636363636
M5,MW30,pit,0.6,0.7,23,0.6439564801651605,0.10454545454545454
M5,MW30,pit,0.7,0.8,17,0.7528486386843247,0.07727272727272727
M5,MW30,pit,0.8,0.9,25,0.8635924442110848,0.11363636363636363
M5,MW30,pit,0.9,1.0,27,0.9505951457130408,0.12272727272727273
M5,MW30,title,0.0,0.1,202,0.0008715346534653465,0.0
M5,MW30,title,0.1,0.2,1,0.121,0.0
M5,MW30,title,0.2,0.3,2,0.230375,0.5
M5,MW30,title,0.3,0.4,3,0.33203333333333335,0.0
M5,MW30,title,0.4,0.5,2,0.452925,0.0
M5,MW30,title,0.5,0.6,1,0.5337,1.0
M5,MW30,title,0.6,0.7,3,0.6684833333333334,1.0
M5,MW30,title,0.7,0.8,0,,
M5,MW30,title,0.8,0.9,1,0.877,1.0
M5,MW30,title,0.9,1.0,5,0.98482,1.0
M5,MW30,top_four,0.0,0.1,155,0.003285483870967742,0.0
M5,MW30,top_four,0.1,0.2,6,0.15031666666666668,0.0
M5,MW30,top_four,0.2,0.3,5,0.25190999999999997,0.4
M5,MW30,top_four,0.3,0.4,8,0.34392500000000004,0.25
M5,MW30,top_four,0.4,0.5,6,0.45940833333333336,0.6666666666666666
M5,MW30,top_four,0.5,0.6,1,0.5322,1.0
M5,MW30,top_four,0.6,0.7,4,0.62285,0.5
M5,MW30,top_four,0.7,0.8,7,0.7547142857142858,0.8571428571428571
M5,MW30,top_four,0.8,0.9,1,0.8806,1.0
M5,MW30,top_four,0.9,1.0,27,0.9864537037037038,0.9629629629629629
M5,MW30,relegation,0.0,0.1,168,0.003988690476190476,0.0
M5,MW30,relegation,0.1,0.2,4,0.124025,0.25
M5,MW30,relegation,0.2,0.3,11,0.25021363636363636,0.18181818181818182
M5,MW30,relegation,0.3,0.4,2,0.37460000000000004,0.5
M5,MW30,relegation,0.4,0.5,4,0.45716249999999997,0.75
M5,MW30,relegation,0.5,0.6,3,0.5504833333333333,0.3333333333333333
M5,MW30,relegation,0.6,0.7,4,0.6352375,0.5
M5,MW30,relegation,0.7,0.8,4,0.7383250000000001,0.75
M5,MW30,relegation,0.8,0.9,2,0.8484,1.0
M5,MW30,relegation,0.9,1.0,18,0.9811722222222221,1.0
M5,MW6,pit,0.0,0.1,34,0.049405864934637916,0.15454545454545454
M5,MW6,pit,0.1,0.2,15,0.14311227134754098,0.06818181818181818
M5,MW6,pit,0.2,0.3,22,0.24567232046882798,0.1
M5,MW6,pit,0.3,0.4,16,0.3492592679226968,0.07272727272727272
M5,MW6,pit,0.4,0.5,24,0.44650780621311625,0.10909090909090909
M5,MW6,pit,0.5,0.6,21,0.5639800746868024,0.09545454545454546
M5,MW6,pit,0.6,0.7,19,0.6597074176252601,0.08636363636363636
M5,MW6,pit,0.7,0.8,23,0.7506827310586737,0.10454545454545454
M5,MW6,pit,0.8,0.9,21,0.8521098217875087,0.09545454545454546
M5,MW6,pit,0.9,1.0,25,0.9573469824099243,0.11363636363636363
M5,MW6,title,0.0,0.1,191,0.007221204188481675,0.010471204188481676
M5,MW6,title,0.1,0.2,13,0.15175384615384616,0.07692307692307693
M5,MW6,title,0.2,0.3,3,0.28786666666666666,0.0
M5,MW6,title,0.3,0.4,2,0.3659,0.5
M5,MW6,title,0.4,0.5,4,0.4765375,0.25
M5,MW6,title,0.5,0.6,5,0.55193,1.0
M5,MW6,title,0.6,0.7,2,0.693375,0.5
M5,MW6,title,0.7,0.8,0,,
M5,MW6,title,0.8,0.9,0,,
M5,MW6,title,0.9,1.0,0,,
M5,MW6,top_four,0.0,0.1,135,0.0169337037037037,0.022222222222222223
M5,MW6,top_four,0.1,0.2,18,0.15141388888888885,0.1111111111111111
M5,MW6,top_four,0.2,0.3,14,0.2377642857142857,0.35714285714285715
M5,MW6,top_four,0.3,0.4,8,0.33871249999999997,0.5
M5,MW6,top_four,0.4,0.5,8,0.43595,0.25
M5,MW6,top_four,0.5,0.6,5,0.5647500000000001,0.6
M5,MW6,top_four,0.6,0.7,6,0.6623416666666667,0.5
M5,MW6,top_four,0.7,0.8,8,0.75895,0.75
M5,MW6,top_four,0.8,0.9,5,0.8514200000000001,0.6
M5,MW6,top_four,0.9,1.0,13,0.948923076923077,1.0
M5,MW6,relegation,0.0,0.1,125,0.017821600000000003,0.008
M5,MW6,relegation,0.1,0.2,33,0.14081666666666667,0.06060606060606061
M5,MW6,relegation,0.2,0.3,18,0.23950555555555558,0.2222222222222222
M5,MW6,relegation,0.3,0.4,16,0.36688750000000003,0.5
M5,MW6,relegation,0.4,0.5,10,0.44636999999999993,0.4
M5,MW6,relegation,0.5,0.6,8,0.54663125,0.625
M5,MW6,relegation,0.6,0.7,5,0.6508499999999999,0.8
M5,MW6,relegation,0.7,0.8,3,0.7458,1.0
M5,MW6,relegation,0.8,0.9,2,0.807825,1.0
M5,MW6,relegation,0.9,1.0,0,,
M5,preseason,pit,0.0,0.1,23,0.03640194539530426,0.10454545454545454
M5,preseason,pit,0.1,0.2,31,0.14762946673958308,0.1409090909090909
M5,preseason,pit,0.2,0.3,21,0.24120314884224142,0.09545454545454546
M5,preseason,pit,0.3,0.4,19,0.3542772694476116,0.08636363636363636
M5,preseason,pit,0.4,0.5,28,0.45621824510240555,0.12727272727272726
M5,preseason,pit,0.5,0.6,14,0.5659792493691412,0.06363636363636363
M5,preseason,pit,0.6,0.7,13,0.6427841882323186,0.05909090909090909
M5,preseason,pit,0.7,0.8,24,0.7561113749440745,0.10909090909090909
M5,preseason,pit,0.8,0.9,18,0.8456202159626472,0.08181818181818182
M5,preseason,pit,0.9,1.0,29,0.9606854952999726,0.1318181818181818
M5,preseason,title,0.0,0.1,189,0.010690211640211642,0.010582010582010581
M5,preseason,title,0.1,0.2,13,0.14527307692307692,0.15384615384615385
M5,preseason,title,0.2,0.3,8,0.25850625,0.125
M5,preseason,title,0.3,0.4,2,0.3543,0.5
M5,preseason,title,0.4,0.5,2,0.4507,0.0
M5,preseason,title,0.5,0.6,5,0.55687,0.8
M5,preseason,title,0.6,0.7,1,0.6286,1.0
M5,preseason,title,0.7,0.8,0,,
M5,preseason,title,0.8,0.9,0,,
M5,preseason,title,0.9,1.0,0,,
M5,preseason,top_four,0.0,0.1,128,0.027665234375,0.0234375
M5,preseason,top_four,0.1,0.2,23,0.14865869565217393,0.13043478260869565
M5,preseason,top_four,0.2,0.3,13,0.2524192307692307,0.3076923076923077
M5,preseason,top_four,0.3,0.4,16,0.35679062500000003,0.4375
M5,preseason,top_four,0.4,0.5,5,0.44729,0.6
M5,preseason,top_four,0.5,0.6,9,0.5566777777777778,0.2222222222222222
M5,preseason,top_four,0.6,0.7,6,0.6647166666666667,0.8333333333333334
M5,preseason,top_four,0.7,0.8,7,0.7126857142857143,0.7142857142857143
M5,preseason,top_four,0.8,0.9,5,0.8616199999999999,0.8
M5,preseason,top_four,0.9,1.0,8,0.9397312499999999,1.0
M5,preseason,relegation,0.0,0.1,119,0.027660504201680675,0.008403361344537815
M5,preseason,relegation,0.1,0.2,39,0.14633974358974355,0.20512820512820512
M5,preseason,relegation,0.2,0.3,18,0.24036666666666667,0.16666666666666666
M5,preseason,relegation,0.3,0.4,12,0.35442916666666663,0.4166666666666667
M5,preseason,relegation,0.4,0.5,26,0.45550961538461543,0.46153846153846156
M5,preseason,relegation,0.5,0.6,3,0.5505333333333333,1.0
M5,preseason,relegation,0.6,0.7,3,0.6421833333333332,0.3333333333333333
M5,preseason,relegation,0.7,0.8,0,,
M5,preseason,relegation,0.8,0.9,0,,
M5,preseason,relegation,0.9,1.0,0,,
M7,MW12,pit,0.0,0.1,26,0.03602198853576177,0.11818181818181818
M7,MW12,pit,0.1,0.2,28,0.1478340666041014,0.12727272727272726
M7,MW12,pit,0.2,0.3,13,0.2590053413239129,0.05909090909090909
M7,MW12,pit,0.3,0.4,23,0.3414509088996144,0.10454545454545454
M7,MW12,pit,0.4,0.5,21,0.45608656428253286,0.09545454545454546
M7,MW12,pit,0.5,0.6,21,0.5611116354096604,0.09545454545454546
M7,MW12,pit,0.6,0.7,19,0.6466650605224915,0.08636363636363636
M7,MW12,pit,0.7,0.8,19,0.740317699497815,0.08636363636363636
M7,MW12,pit,0.8,0.9,24,0.8549531122157932,0.10909090909090909
M7,MW12,pit,0.9,1.0,26,0.9557010388123839,0.11818181818181818
M7,MW12,title,0.0,0.1,193,0.003993264248704664,0.0051813471502590676
M7,MW12,title,0.1,0.2,8,0.12954374999999999,0.0
M7,MW12,title,0.2,0.3,4,0.2285,0.25
M7,MW12,title,0.3,0.4,5,0.33288,0.2
M7,MW12,title,0.4,0.5,2,0.44372500000000004,0.5
M7,MW12,title,0.5,0.6,1,0.5139,0.0
M7,MW12,title,0.6,0.7,4,0.64875,1.0
M7,MW12,title,0.7,0.8,0,,
M7,MW12,title,0.8,0.9,2,0.8353,1.0
M7,MW12,title,0.9,1.0,1,0.9476,1.0
M7,MW12,top_four,0.0,0.1,141,0.012252127659574464,0.0070921985815602835
M7,MW12,top_four,0.1,0.2,18,0.14023888888888889,0.16666666666666666
M7,MW12,top_four,0.2,0.3,11,0.24809090909090906,0.18181818181818182
M7,MW12,top_four,0.3,0.4,4,0.3466625,0.75
M7,MW12,top_four,0.4,0.5,5,0.46577999999999997,0.4
M7,MW12,top_four,0.5,0.6,6,0.5343666666666667,0.3333333333333333
M7,MW12,top_four,0.6,0.7,6,0.6664083333333334,0.5
M7,MW12,top_four,0.7,0.8,4,0.746575,0.75
M7,MW12,top_four,0.8,0.9,11,0.8509681818181819,1.0
M7,MW12,top_four,0.9,1.0,14,0.9822857142857144,1.0
M7,MW12,relegation,0.0,0.1,149,0.01679496644295302,0.013422818791946308
M7,MW12,relegation,0.1,0.2,20,0.15319,0.05
M7,MW12,relegation,0.2,0.3,8,0.25438125,0.375
M7,MW12,relegation,0.3,0.4,9,0.34246111111111116,0.4444444444444444
M7,MW12,relegation,0.4,0.5,10,0.45711499999999994,0.5
M7,MW12,relegation,0.5,0.6,4,0.56145,0.5
M7,MW12,relegation,0.6,0.7,5,0.6508899999999999,0.8
M7,MW12,relegation,0.7,0.8,7,0.7708071428571428,0.5714285714285714
M7,MW12,relegation,0.8,0.9,7,0.8471714285714286,1.0
M7,MW12,relegation,0.9,1.0,1,0.9193,1.0
M7,MW19,pit,0.0,0.1,26,0.047211059276791076,0.11818181818181818
M7,MW19,pit,0.1,0.2,23,0.16330369817801033,0.10454545454545454
M7,MW19,pit,0.2,0.3,20,0.25426915468131905,0.09090909090909091
M7,MW19,pit,0.3,0.4,22,0.3458675191961416,0.1
M7,MW19,pit,0.4,0.5,22,0.45326058963034604,0.1
M7,MW19,pit,0.5,0.6,21,0.5528570645572152,0.09545454545454546
M7,MW19,pit,0.6,0.7,22,0.6390581221731324,0.1
M7,MW19,pit,0.7,0.8,18,0.7633562793203059,0.08181818181818182
M7,MW19,pit,0.8,0.9,24,0.8453976888091829,0.10909090909090909
M7,MW19,pit,0.9,1.0,22,0.9575086632373762,0.1
M7,MW19,title,0.0,0.1,201,0.004244029850746268,0.004975124378109453
M7,MW19,title,0.1,0.2,1,0.1399,0.0
M7,MW19,title,0.2,0.3,5,0.24365,0.2
M7,MW19,title,0.3,0.4,1,0.3003,0.0
M7,MW19,title,0.4,0.5,2,0.41935,1.0
M7,MW19,title,0.5,0.6,3,0.5688666666666666,0.3333333333333333
M7,MW19,title,0.6,0.7,1,0.6643,0.0
M7,MW19,title,0.7,0.8,1,0.7325,1.0
M7,MW19,title,0.8,0.9,2,0.8422499999999999,1.0
M7,MW19,title,0.9,1.0,3,0.9539666666666666,1.0
M7,MW19,top_four,0.0,0.1,149,0.009776845637583893,0.0
M7,MW19,top_four,0.1,0.2,11,0.1611772727272727,0.09090909090909091
M7,MW19,top_four,0.2,0.3,10,0.24053500000000003,0.3
M7,MW19,top_four,0.3,0.4,4,0.334975,0.0
M7,MW19,top_four,0.4,0.5,4,0.4559,0.75
M7,MW19,top_four,0.5,0.6,4,0.546775,0.75
M7,MW19,top_four,0.6,0.7,7,0.6392642857142857,0.7142857142857143
M7,MW19,top_four,0.7,0.8,6,0.7496916666666666,0.8333333333333334
M7,MW19,top_four,0.8,0.9,3,0.8580666666666664,0.6666666666666666
M7,MW19,top_four,0.9,1.0,22,0.9757795454545455,1.0
M7,MW19,relegation,0.0,0.1,158,0.010261075949367088,0.0
M7,MW19,relegation,0.1,0.2,15,0.15204333333333336,0.26666666666666666
M7,MW19,relegation,0.2,0.3,8,0.2485,0.25
M7,MW19,relegation,0.3,0.4,5,0.35187,0.2
M7,MW19,relegation,0.4,0.5,5,0.46621000000000007,0.8
M7,MW19,relegation,0.5,0.6,2,0.57845,1.0
M7,MW19,relegation,0.6,0.7,6,0.6416499999999999,0.5
M7,MW19,relegation,0.7,0.8,5,0.7457699999999999,0.8
M7,MW19,relegation,0.8,0.9,8,0.83465625,0.625
M7,MW19,relegation,0.9,1.0,8,0.95085,1.0
M7,MW30,pit,0.0,0.1,27,0.052156064298576305,0.12272727272727273
M7,MW30,pit,0.1,0.2,24,0.1372268249844877,0.10909090909090909
M7,MW30,pit,0.2,0.3,25,0.25249905164565756,0.11363636363636363
M7,MW30,pit,0.3,0.4,14,0.348934871133239,0.06363636363636363
M7,MW30,pit,0.4,0.5,16,0.44989434560724345,0.07272727272727272
M7,MW30,pit,0.5,0.6,21,0.5475648127362337,0.09545454545454546
M7,MW30,pit,0.6,0.7,20,0.6344687210098952,0.09090909090909091
M7,MW30,pit,0.7,0.8,22,0.7407449597267317,0.1
M7,MW30,pit,0.8,0.9,24,0.8620017705999632,0.10909090909090909
M7,MW30,pit,0.9,1.0,27,0.9482446261946036,0.12272727272727273
M7,MW30,title,0.0,0.1,202,0.0007621287128712871,0.0
M7,MW30,title,0.1,0.2,2,0.141675,0.0
M7,MW30,title,0.2,0.3,2,0.263525,0.5
M7,MW30,title,0.3,0.4,2,0.31467500000000004,0.0
M7,MW30,title,0.4,0.5,2,0.446125,0.0
M7,MW30,title,0.5,0.6,1,0.5617,1.0
M7,MW30,title,0.6,0.7,1,0.68605,1.0
M7,MW30,title,0.7,0.8,2,0.7177,1.0
M7,MW30,title,0.8,0.9,1,0.8833,1.0
M7,MW30,title,0.9,1.0,5,0.9895200000000001,1.0
M7,MW30,top_four,0.0,0.1,156,0.003422756410256411,0.0
M7,MW30,top_four,0.1,0.2,5,0.13498,0.0
M7,MW30,top_four,0.2,0.3,4,0.2584875,0.0
M7,MW30,top_four,0.3,0.4,8,0.3458875,0.5
M7,MW30,top_four,0.4,0.5,7,0.4495142857142857,0.5714285714285714
M7,MW30,top_four,0.5,0.6,3,0.5644166666666667,0.6666666666666666
M7,MW30,top_four,0.6,0.7,3,0.6386,0.6666666666666666
M7,MW30,top_four,0.7,0.8,5,0.7679,0.8
M7,MW30,top_four,0.8,0.9,2,0.8583749999999999,0.5
M7,MW30,top_four,0.9,1.0,27,0.9880814814814814,1.0
M7,MW30,relegation,0.0,0.1,170,0.004232058823529412,0.0
M7,MW30,relegation,0.1,0.2,3,0.1736,0.3333333333333333
M7,MW30,relegation,0.2,0.3,7,0.23666428571428574,0.2857142857142857
M7,MW30,relegation,0.3,0.4,5,0.34421,0.2
M7,MW30,relegation,0.4,0.5,4,0.4764375,0.75
M7,MW30,relegation,0.5,0.6,3,0.5534,0.6666666666666666
M7,MW30,relegation,0.6,0.7,5,0.64411,0.6
M7,MW30,relegation,0.7,0.8,3,0.7558833333333334,0.3333333333333333
M7,MW30,relegation,0.8,0.9,2,0.8287,1.0
M7,MW30,relegation,0.9,1.0,18,0.9816944444444444,1.0
M7,MW6,pit,0.0,0.1,31,0.03701250707636962,0.1409090909090909
M7,MW6,pit,0.1,0.2,19,0.14213901583732405,0.08636363636363636
M7,MW6,pit,0.2,0.3,17,0.24527093454069804,0.07727272727272727
M7,MW6,pit,0.3,0.4,19,0.35415760453911194,0.08636363636363636
M7,MW6,pit,0.4,0.5,25,0.4570601735106276,0.11363636363636363
M7,MW6,pit,0.5,0.6,20,0.5511271980161493,0.09090909090909091
M7,MW6,pit,0.6,0.7,19,0.6517136744155642,0.08636363636363636
M7,MW6,pit,0.7,0.8,24,0.7526174602720284,0.10909090909090909
M7,MW6,pit,0.8,0.9,19,0.8521938609020294,0.08636363636363636
M7,MW6,pit,0.9,1.0,27,0.9575948918279508,0.12272727272727273
M7,MW6,title,0.0,0.1,191,0.00606413612565445,0.010471204188481676
M7,MW6,title,0.1,0.2,12,0.14045416666666669,0.08333333333333333
M7,MW6,title,0.2,0.3,2,0.2602,0.0
M7,MW6,title,0.3,0.4,5,0.34823,0.4
M7,MW6,title,0.4,0.5,2,0.4125,0.0
M7,MW6,title,0.5,0.6,2,0.5223,1.0
M7,MW6,title,0.6,0.7,5,0.6511199999999999,0.6
M7,MW6,title,0.7,0.8,1,0.76955,1.0
M7,MW6,title,0.8,0.9,0,,
M7,MW6,title,0.9,1.0,0,,
M7,MW6,top_four,0.0,0.1,136,0.017673529411764706,0.029411764705882353
M7,MW6,top_four,0.1,0.2,18,0.14197777777777779,0.1111111111111111
M7,MW6,top_four,0.2,0.3,16,0.25144375,0.1875
M7,MW6,top_four,0.3,0.4,8,0.34794375,0.25
M7,MW6,top_four,0.4,0.5,3,0.4574833333333334,0.6666666666666666
M7,MW6,top_four,0.5,0.6,4,0.562725,0.75
M7,MW6,top_four,0.6,0.7,9,0.6354722222222223,0.5555555555555556
M7,MW6,top_four,0.7,0.8,6,0.7526333333333333,0.8333333333333334
M7,MW6,top_four,0.8,0.9,8,0.8480125000000001,0.75
M7,MW6,top_four,0.9,1.0,12,0.9659708333333334,1.0
M7,MW6,relegation,0.0,0.1,135,0.01972074074074074,0.007407407407407408
M7,MW6,relegation,0.1,0.2,25,0.15259,0.16
M7,MW6,relegation,0.2,0.3,15,0.24192666666666665,0.13333333333333333
M7,MW6,relegation,0.3,0.4,15,0.36789,0.4
M7,MW6,relegation,0.4,0.5,9,0.45313333333333333,0.5555555555555556
M7,MW6,relegation,0.5,0.6,11,0.5350590909090909,0.6363636363636364
M7,MW6,relegation,0.6,0.7,4,0.6499874999999999,0.5
M7,MW6,relegation,0.7,0.8,2,0.736,1.0
M7,MW6,relegation,0.8,0.9,4,0.8349749999999999,1.0
M7,MW6,relegation,0.9,1.0,0,,
M7,preseason,pit,0.0,0.1,28,0.03833532073195008,0.12727272727272726
M7,preseason,pit,0.1,0.2,27,0.1474922123299948,0.12272727272727273
M7,preseason,pit,0.2,0.3,19,0.24808632550509196,0.08636363636363636
M7,preseason,pit,0.3,0.4,18,0.3482682869226518,0.08181818181818182
M7,preseason,pit,0.4,0.5,24,0.4464979595337111,0.10909090909090909
M7,preseason,pit,0.5,0.6,17,0.5430251943766842,0.07727272727272727
M7,preseason,pit,0.6,0.7,18,0.6477393783232652,0.08181818181818182
M7,preseason,pit,0.7,0.8,20,0.7522354286143788,0.09090909090909091
M7,preseason,pit,0.8,0.9,17,0.8513595972952391,0.07727272727272727
M7,preseason,pit,0.9,1.0,32,0.9591251761748899,0.14545454545454545
M7,preseason,title,0.0,0.1,192,0.011468489583333333,0.010416666666666666
M7,preseason,title,0.1,0.2,9,0.14329444444444442,0.1111111111111111
M7,preseason,title,0.2,0.3,8,0.24323750000000002,0.25
M7,preseason,title,0.3,0.4,4,0.351875,0.25
M7,preseason,title,0.4,0.5,1,0.4298,0.0
M7,preseason,title,0.5,0.6,2,0.55475,1.0
M7,preseason,title,0.6,0.7,3,0.6296333333333333,0.6666666666666666
M7,preseason,title,0.7,0.8,1,0.7268,1.0
M7,preseason,title,0.8,0.9,0,,
M7,preseason,title,0.9,1.0,0,,
M7,preseason,top_four,0.0,0.1,128,0.027316015625,0.0234375
M7,preseason,top_four,0.1,0.2,24,0.13546875,0.20833333333333334
M7,preseason,top_four,0.2,0.3,13,0.24047307692307693,0.15384615384615385
M7,preseason,top_four,0.3,0.4,11,0.3459,0.2727272727272727
M7,preseason,top_four,0.4,0.5,6,0.4366083333333333,0.3333333333333333
M7,preseason,top_four,0.5,0.6,10,0.5326000000000001,0.7
M7,preseason,top_four,0.6,0.7,7,0.6467571428571429,0.7142857142857143
M7,preseason,top_four,0.7,0.8,9,0.7520777777777777,0.6666666666666666
M7,preseason,top_four,0.8,0.9,4,0.870625,1.0
M7,preseason,top_four,0.9,1.0,8,0.9496375,0.875
M7,preseason,relegation,0.0,0.1,122,0.026710245901639344,0.00819672131147541
M7,preseason,relegation,0.1,0.2,30,0.14872500000000002,0.23333333333333334
M7,preseason,relegation,0.2,0.3,26,0.2407903846153846,0.23076923076923078
M7,preseason,relegation,0.3,0.4,6,0.3488,0.3333333333333333
M7,preseason,relegation,0.4,0.5,30,0.44584666666666684,0.43333333333333335
M7,preseason,relegation,0.5,0.6,3,0.5421166666666667,1.0
M7,preseason,relegation,0.6,0.7,3,0.6415000000000001,0.3333333333333333
M7,preseason,relegation,0.7,0.8,0,,
M7,preseason,relegation,0.8,0.9,0,,
M7,preseason,relegation,0.9,1.0,0,,
