competition_id,season_id,team_id,treatment,transition,memory_age,age_bucket,dimension,target,prior_mean,prior_sd,prior_source,realized,realized_variance,squared_error,log_score
eng-premier-league,2020-2021,west-bromwich-albion,memory,eng-championship->eng-premier-league,3.0,recent_returner,attack,season,-0.22395738063336365,0.09339831229928836,memory entry prior,-0.28788729783619477,0.025078829204757,0.004087034313560842,-0.7142226483440312
eng-premier-league,2020-2021,west-bromwich-albion,memory,eng-championship->eng-premier-league,3.0,recent_returner,defense,entry,-0.16181917796966153,0.1436051274790811,memory entry prior,-0.35091157009106744,0.05362192386820503,0.03575593275819553,-0.14045922791418133
eng-premier-league,2020-2021,west-bromwich-albion,memory,eng-championship->eng-premier-league,3.0,recent_returner,defense,season,-0.16181917796966153,0.1436051274790811,memory entry prior,-0.39078806356521717,0.012674386798217906,0.05242675057087065,0.005055474180800212
eng-premier-league,2021-2022,brentford,current,eng-championship->eng-premier-league,,no_target_history,attack,entry,-0.22365989516798734,0.13326459635607177,Championship promotion bridge,0.04442795270943119,0.07718686572463102,0.07187109417954589,0.12019951068131957
eng-premier-league,2021-2022,brentford,current,eng-championship->eng-premier-league,,no_target_history,attack,season,-0.22365989516798734,0.13326459635607177,Championship promotion bridge,-0.05014328124427048,0.0190157495585528,0.030108015307552215,-0.323175085685987
eng-premier-league,2021-2022,brentford,current,eng-championship->eng-premier-league,,no_target_history,defense,entry,-0.21898757956605286,0.1729465181620923,Championship promotion bridge,0.14516213224091112,0.07607361475955608,0.13260501260909494,0.4222946007260061
eng-premier-league,2021-2022,brentford,current,eng-championship->eng-premier-league,,no_target_history,defense,season,-0.21898757956605286,0.1729465181620923,Championship promotion bridge,-0.08079181128850582,0.016589619098482455,0.019098070369821477,-0.4098566117133069
eng-premier-league,2021-2022,norwich-city,current,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.22365989516798734,0.13326459635607177,Championship promotion bridge,-1.1364815018489325,0.19468579798059021,0.8332432856235821,2.105480746150205
eng-premier-league,2021-2022,norwich-city,current,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.22365989516798734,0.13326459635607177,Championship promotion bridge,-0.7037852648733861,0.03520755213713679,0.23052037063474584,1.6259706740992401
eng-premier-league,2021-2022,norwich-city,current,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.21898757956605286,0.1729465181620923,Championship promotion bridge,-0.5069013010146968,0.039226302451800525,0.08289431099840731,0.18259931744534963
eng-premier-league,2021-2022,norwich-city,current,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.21898757956605286,0.1729465181620923,Championship promotion bridge,-0.45594859441878327,0.011588432396729872,0.05615052256003592,0.004424476354603746
eng-premier-league,2021-2022,watford,current,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.22365989516798734,0.13326459635607177,Championship promotion bridge,-0.13453308036679568,0.07613517693253806,0.007943589116605919,-0.2215519596040731
eng-premier-league,2021-2022,watford,current,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.22365989516798734,0.13326459635607177,Championship promotion bridge,-0.3571690073837116,0.025594389897458554,0.017824683044630852,-0.4446693120460625
eng-premier-league,2021-2022,watford,current,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.21898757956605286,0.1729465181620923,Championship promotion bridge,-0.3594831293962365,0.053646581097598615,0.019738999522085614,-0.20405725609352376
eng-premier-league,2021-2022,watford,current,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.21898757956605286,0.1729465181620923,Championship promotion bridge,-0.3799240359492758,0.012522459911933412,0.025900542993189026,-0.3557827192188314
eng-premier-league,2021-2022,brentford,population,eng-championship->eng-premier-league,,no_target_history,attack,entry,-0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,0.04442795270943119,0.07718686572463102,0.002287800241461003,0.20467626080774834
eng-premier-league,2021-2022,brentford,population,eng-championship->eng-premier-league,,no_target_history,attack,season,-0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.05014328124427048,0.0190157495585528,0.002184653691084505,0.06538648172013989
eng-premier-league,2021-2022,brentford,population,eng-championship->eng-premier-league,,no_target_history,defense,entry,0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,0.14516213224091112,0.07607361475955608,0.02009565096799642,0.24003696570688351
eng-premier-league,2021-2022,brentford,population,eng-championship->eng-premier-league,,no_target_history,defense,season,0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.08079181128850582,0.016589619098482455,0.007088766607649529,0.07252602586728665
eng-premier-league,2021-2022,norwich-city,population,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-1.1364815018489325,0.19468579798059021,1.2838668865108729,2.2098905413056866
eng-premier-league,2021-2022,norwich-city,population,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.7037852648733861,0.03520755213713679,0.49053531395662375,1.3578548017826373
eng-premier-league,2021-2022,norwich-city,population,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.5069013010146968,0.039226302451800525,0.26041048181449505,0.7657002974523742
eng-premier-league,2021-2022,norwich-city,population,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.45594859441878327,0.011588432396729872,0.21100388925776764,0.652347138580653
eng-premier-league,2021-2022,watford,population,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.13453308036679568,0.07613517693253806,0.017195097416717743,0.234019024952589
eng-premier-league,2021-2022,watford,population,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.3571690073837116,0.025594389897458554,0.12515038646866264,0.414158685563391
eng-premier-league,2021-2022,watford,population,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.3594831293962365,0.053646581097598615,0.13168634445869967,0.45556835974007737
eng-premier-league,2021-2022,watford,population,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,0.0034030021363692813,0.40022062119042223,eng-championship->eng-premier-league population,-0.3799240359492758,0.012522459911933412,0.1469396181275136,0.4662571543645512
eng-premier-league,2021-2022,brentford,transition,eng-championship->eng-premier-league,,no_target_history,attack,entry,-0.21837377306531736,0.1258738714079119,transition entry prior,0.04442795270943119,0.07718686572463102,0.06906474707018613,0.1027195275629168
eng-premier-league,2021-2022,brentford,transition,eng-championship->eng-premier-league,,no_target_history,attack,season,-0.21837377306531736,0.1258738714079119,transition entry prior,-0.05014328124427048,0.0190157495585528,0.02830149837835132,-0.35333829428194496
eng-premier-league,2021-2022,brentford,transition,eng-championship->eng-premier-league,,no_target_history,defense,entry,-0.1621500261757608,0.1384776208950153,transition entry prior,0.14516213224091112,0.07607361475955608,0.09444076271071365,0.2390654210621932
eng-premier-league,2021-2022,brentford,transition,eng-championship->eng-premier-league,,no_target_history,defense,season,-0.1621500261757608,0.1384776208950153,transition entry prior,-0.08079181128850582,0.016589619098482455,0.006619159129640757,-0.6539097601786551
eng-premier-league,2021-2022,norwich-city,transition,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.21837377306531736,0.1258738714079119,transition entry prior,-1.1364815018489325,0.19468579798059021,0.8429218016522082,2.141779009369446
eng-premier-league,2021-2022,norwich-city,transition,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.21837377306531736,0.1258738714079119,transition entry prior,-0.7037852648733861,0.03520755213713679,0.23562431637933479,1.739180294597249
eng-premier-league,2021-2022,norwich-city,transition,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.1621500261757608,0.1384776208950153,transition entry prior,-0.5069013010146968,0.039226302451800525,0.11885344150307156,0.5162788124294846
eng-premier-league,2021-2022,norwich-city,transition,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.1621500261757608,0.1384776208950153,transition entry prior,-0.45594859441878327,0.011588432396729872,0.08631759870164993,0.5811187517459693
eng-premier-league,2021-2022,watford,transition,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.21837377306531736,0.1258738714079119,transition entry prior,-0.13453308036679568,0.07613517693253806,0.007029261752167946,-0.235945678988849
eng-premier-league,2021-2022,watford,transition,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.21837377306531736,0.1258738714079119,transition entry prior,-0.3571690073837116,0.025594389897458554,0.019264117069497964,-0.44039086359884977
eng-premier-league,2021-2022,watford,transition,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.1621500261757608,0.1384776208950153,transition entry prior,-0.3594831293962365,0.053646581097598615,0.03894035362662292,-0.12356134570761657
eng-premier-league,2021-2022,watford,transition,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.1621500261757608,0.1384776208950153,transition entry prior,-0.3799240359492758,0.012522459911933412,0.047425519332835016,-0.058732534667410574
eng-premier-league,2021-2022,brentford,source,eng-championship->eng-premier-league,,no_target_history,attack,entry,-0.1627895513050701,0.12478161265454962,source entry prior,0.04442795270943119,0.07718686572463102,0.042939093969999856,-0.0384864777495246
eng-premier-league,2021-2022,brentford,source,eng-championship->eng-premier-league,,no_target_history,attack,season,-0.1627895513050701,0.12478161265454962,source entry prior,-0.05014328124427048,0.0190157495585528,0.012689182158610604,-0.5797688737590584
eng-premier-league,2021-2022,brentford,source,eng-championship->eng-premier-league,,no_target_history,defense,entry,-0.16991378846400867,0.1412611208916578,source entry prior,0.14516213224091112,0.07607361475955608,0.0992728358080529,0.26427600410571145
eng-premier-league,2021-2022,brentford,source,eng-championship->eng-premier-league,,no_target_history,defense,season,-0.16991378846400867,0.1412611208916578,source entry prior,-0.08079181128850582,0.016589619098482455,0.007942726815670851,-0.6270036631850447
eng-premier-league,2021-2022,norwich-city,source,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.18047559577582672,0.12159439569453091,source entry prior,-1.1364815018489325,0.19468579798059021,0.91394729244666,2.3189140226107376
eng-premier-league,2021-2022,norwich-city,source,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.18047559577582672,0.12159439569453091,source entry prior,-0.7037852648733861,0.03520755213713679,0.2738530097709971,2.1599271690938746
eng-premier-league,2021-2022,norwich-city,source,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.15505438921974368,0.14158259958517694,source entry prior,-0.5069013010146968,0.039226302451800525,0.1237962493396455,0.5504363285161441
eng-premier-league,2021-2022,norwich-city,source,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.15505438921974368,0.14158259958517694,source entry prior,-0.45594859441878327,0.011588432396729872,0.09053732272236174,0.623188106694083
eng-premier-league,2021-2022,watford,source,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.23603607381974512,0.12064036217526126,source entry prior,-0.13453308036679568,0.07613517693253806,0.010302857679909497,-0.22441649435977137
eng-premier-league,2021-2022,watford,source,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.23603607381974512,0.12064036217526126,source entry prior,-0.3571690073837116,0.025594389897458554,0.014673187593812318,-0.5059102341367632
eng-premier-league,2021-2022,watford,source,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.1372950023098667,0.14972138228889445,source entry prior,-0.3594831293962365,0.053646581097598615,0.04936756381814882,-0.044640368726408086
eng-premier-league,2021-2022,watford,source,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.1372950023098667,0.14972138228889445,source entry prior,-0.3799240359492758,0.012522459911933412,0.058868847964793525,0.08431501938394681
eng-premier-league,2021-2022,brentford,memory,eng-championship->eng-premier-league,,no_target_history,attack,entry,-0.15529730088081212,0.12915752121735616,memory entry prior,0.04442795270943119,0.07718686572463102,0.03989017692168699,-0.051512541213088237
eng-premier-league,2021-2022,brentford,memory,eng-championship->eng-premier-league,,no_target_history,attack,season,-0.15529730088081212,0.12915752121735616,memory entry prior,-0.05014328124427048,0.0190157495585528,0.011057367845722185,-0.5925236588677301
eng-premier-league,2021-2022,brentford,memory,eng-championship->eng-premier-league,,no_target_history,defense,entry,-0.16884594585158508,0.1417274200096873,memory entry prior,0.14516213224091112,0.07607361475955608,0.09860107310734319,0.26076036045411355
eng-premier-league,2021-2022,brentford,memory,eng-championship->eng-premier-league,,no_target_history,defense,season,-0.16884594585158508,0.1417274200096873,memory entry prior,-0.08079181128850582,0.016589619098482455,0.007753530613652869,-0.6281717369693641
eng-premier-league,2021-2022,norwich-city,memory,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.2112234092168627,0.1587350168154839,memory entry prior,-1.1364815018489325,0.19468579798059021,0.8561025379811359,2.108334184506824
eng-premier-league,2021-2022,norwich-city,memory,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.2112234092168627,0.1587350168154839,memory entry prior,-0.7037852648733861,0.03520755213713679,0.24261718164779783,1.5238670046672684
eng-premier-league,2021-2022,norwich-city,memory,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.13846401440002962,0.17095429228033027,memory entry prior,-0.5069013010146968,0.039226302451800525,0.13574603416797837,0.5696713980221041
eng-premier-league,2021-2022,norwich-city,memory,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.13846401440002962,0.17095429228033027,memory entry prior,-0.45594859441878327,0.011588432396729872,0.10079645854968441,0.5544040328355954
eng-premier-league,2021-2022,watford,memory,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.24746849874834687,0.13213952995935782,memory entry prior,-0.13453308036679568,0.07613517693253806,0.01275440872501601,-0.19730969642668794
eng-premier-league,2021-2022,watford,memory,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.24746849874834687,0.13213952995935782,memory entry prior,-0.3571690073837116,0.025594389897458554,0.012034201594857732,-0.5139440481726578
eng-premier-league,2021-2022,watford,memory,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.12772939140612477,0.161718535772751,memory entry prior,-0.3594831293962365,0.053646581097598615,0.053709795072389356,-0.008650910104754217
eng-premier-league,2021-2022,watford,memory,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.12772939140612477,0.161718535772751,memory entry prior,-0.3799240359492758,0.012522459911933412,0.0636021387362463,0.11491895658520146
eng-premier-league,2022-2023,bournemouth,current,eng-championship->eng-premier-league,3.0,recent_returner,attack,entry,-0.22356889946318143,0.12837499604104216,Championship promotion bridge,-0.20964418228798198,0.08920889760087743,0.0001938977484092943,-0.2037712175508628
eng-premier-league,2022-2023,bournemouth,current,eng-championship->eng-premier-league,3.0,recent_returner,attack,season,-0.22356889946318143,0.12837499604104216,Championship promotion bridge,-0.30198577127730303,0.023774363015893817,0.006149205785112379,-0.610949069014164
eng-premier-league,2022-2023,bournemouth,current,eng-championship->eng-premier-league,3.0,recent_returner,defense,entry,-0.22726394872022343,0.16877765738467415,Championship promotion bridge,-0.32442570382025027,0.044100316355316055,0.00944040665411759,-0.3275226762821973
eng-premier-league,2022-2023,bournemouth,current,eng-championship->eng-premier-league,3.0,recent_returner,defense,season,-0.22726394872022343,0.16877765738467415,Championship promotion bridge,-0.2722130981632396,0.013393886053383363,0.0020204260356505984,-0.6434157614646839
eng-premier-league,2022-2023,fulham,current,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.22356889946318143,0.12837499604104216,Championship promotion bridge,0.16873980607238329,0.05941325774054518,0.15390612043899043,0.6436882555583932
eng-premier-league,2022-2023,fulham,current,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.22356889946318143,0.12837499604104216,Championship promotion bridge,0.06028968076975441,0.016847742776510594,0.08057569357185809,0.4270911536395615
eng-premier-league,2022-2023,fulham,current,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,-0.22726394872022343,0.16877765738467415,Championship promotion bridge,-0.2946325284598864,0.04829665551092089,0.00453852553613933,-0.3348959791764915
eng-premier-league,2022-2023,fulham,current,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,-0.22726394872022343,0.16877765738467415,Championship promotion bridge,-0.0033340764566369896,0.017353304293565665,0.05014458769198614,-0.07540744352241002
eng-premier-league,2022-2023,nottingham-forest,current,eng-championship->eng-premier-league,,no_target_history,attack,entry,-0.22356889946318143,0.12837499604104216,Championship promotion bridge,-0.5824976282739239,0.11651619881672089,0.12882983236569553,0.39455770446195215
eng-premier-league,2022-2023,nottingham-forest,current,eng-championship->eng-premier-league,,no_target_history,attack,season,-0.22356889946318143,0.12837499604104216,Championship promotion bridge,-0.2796566734450786,0.023235326722874348,0.0031458383902443826,-0.6544640586505504
eng-premier-league,2022-2023,nottingham-forest,current,eng-championship->eng-premier-league,,no_target_history,defense,entry,-0.22726394872022343,0.16877765738467415,Championship promotion bridge,-0.49326810935730425,0.042541005047072034,0.0707582134762379,0.09469879104687501
eng-premier-league,2022-2023,nottingham-forest,current,eng-championship->eng-premier-league,,no_target_history,defense,season,-0.22726394872022343,0.16877765738467415,Championship promotion bridge,-0.2307347848683674,0.013915511645892529,1.20467035672629e-05,-0.661206251135519
eng-premier-league,2022-2023,bournemouth,population,eng-championship->eng-premier-league,3.0,recent_returner,attack,entry,-0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.20964418228798198,0.08920889760087743,0.04317924790959805,0.31112366356698307
eng-premier-league,2022-2023,bournemouth,population,eng-championship->eng-premier-league,3.0,recent_returner,attack,season,-0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.30198577127730303,0.023774363015893817,0.09008267385538385,0.3172435535114169
eng-premier-league,2022-2023,bournemouth,population,eng-championship->eng-premier-league,3.0,recent_returner,defense,entry,0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.32442570382025027,0.044100316355316055,0.10645453838373452,0.3853574529850099
eng-premier-league,2022-2023,bournemouth,population,eng-championship->eng-premier-league,3.0,recent_returner,defense,season,0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.2722130981632396,0.013393886053383363,0.07510949273269524,0.25971041140805795
eng-premier-league,2022-2023,fulham,population,eng-championship->eng-premier-league,2.0,recent_returner,attack,entry,-0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,0.16873980607238329,0.05941325774054518,0.02910020406608209,0.22719193067725746
eng-premier-league,2022-2023,fulham,population,eng-championship->eng-premier-league,2.0,recent_returner,attack,season,-0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,0.06028968076975441,0.016847742776510594,0.003861093005313054,0.0640959628673366
eng-premier-league,2022-2023,fulham,population,eng-championship->eng-premier-league,2.0,recent_returner,defense,entry,0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.2946325284598864,0.04829665551092089,0.08790071155161192,0.3457793111731668
eng-premier-league,2022-2023,fulham,population,eng-championship->eng-premier-league,2.0,recent_returner,defense,season,0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.0033340764566369896,0.017353304293565665,2.6854052661856904e-05,0.054691689966299195
eng-premier-league,2022-2023,nottingham-forest,population,eng-championship->eng-premier-league,,no_target_history,attack,entry,-0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.5824976282739239,0.11651619881672089,0.33715397554685056,0.8857737067213607
eng-premier-league,2022-2023,nottingham-forest,population,eng-championship->eng-premier-league,,no_target_history,attack,season,-0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.2796566734450786,0.023235326722874348,0.07717765173652028,0.28131444065971034
eng-premier-league,2022-2023,nottingham-forest,population,eng-championship->eng-premier-league,,no_target_history,defense,entry,0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.49326810935730425,0.042541005047072034,0.2451399747638629,0.7256046320189828
eng-premier-league,2022-2023,nottingham-forest,population,eng-championship->eng-premier-league,,no_target_history,defense,season,0.0018480131471673392,0.4002143134935381,eng-championship->eng-premier-league population,-0.2307347848683674,0.013915511645892529,0.054094757932735035,0.20020552060508223
eng-premier-league,2022-2023,bournemouth,transition,eng-championship->eng-premier-league,3.0,recent_returner,attack,entry,-0.2289677379482686,0.13723154104144838,transition entry prior,-0.20964418228798198,0.08920889760087743,0.0003733998033561952,-0.191953852579666
